county,precinct,office,district,party,candidate,election_day,absentee_by_mail,advance_in_person,provisional,votes
Gordon,FAIRMOUNT,United States Senator,,DEM,TODD ANTHONY ROBINSON,0,1,0,0,1
Gordon,RED BUD,United States Senator,,DEM,TODD ANTHONY ROBINSON,2,1,1,0,4
Gordon,RESACA,United States Senator,,DEM,TODD ANTHONY ROBINSON,4,0,2,0,6
Gordon,,United States Senator,,DEM,TODD ANTHONY ROBINSON,22,3,9,0,34
Gordon,SUGAR VALLEY,Governor,,REP,JOHN D. BARGE,31,0,0,0,31
Gordon,PLAINVILLE,Governor,,REP,JOHN D. BARGE,41,2,4,0,47
Gordon,SONORAVILLE,Governor,,REP,JOHN D. BARGE,112,2,14,0,128
Gordon,PINE CHAPEL,Governor,,REP,JOHN D. BARGE,9,0,3,0,12
Gordon,OOSTANAULA,Governor,,REP,JOHN D. BARGE,10,0,3,0,13
Gordon,OAKMAN,Governor,,REP,JOHN D. BARGE,23,0,3,0,26
Gordon,GORDON COUNTY,Governor,,REP,JOHN D. BARGE,82,1,19,0,102
Gordon,CALHOUN CITY,Governor,,REP,JOHN D. BARGE,127,1,42,0,170
Gordon,LILY POND,Governor,,REP,JOHN D. BARGE,49,1,8,0,58
Gordon,FAIRMOUNT,Governor,,REP,JOHN D. BARGE,38,1,5,0,44
Gordon,RED BUD,Governor,,REP,JOHN D. BARGE,58,2,7,0,67
Gordon,RESACA,Governor,,REP,JOHN D. BARGE,15,0,0,0,15
Gordon,,Governor,,REP,JOHN D. BARGE,595,10,108,0,713
Gordon,SUGAR VALLEY,Governor,,REP,J. NATHAN DEAL (I),85,2,16,0,103
Gordon,PLAINVILLE,Governor,,REP,J. NATHAN DEAL (I),96,2,11,0,109
Gordon,SONORAVILLE,Governor,,REP,J. NATHAN DEAL (I),358,7,68,0,433
Gordon,PINE CHAPEL,Governor,,REP,J. NATHAN DEAL (I),83,0,11,0,94
Gordon,OOSTANAULA,Governor,,REP,J. NATHAN DEAL (I),56,3,9,0,68
Gordon,OAKMAN,Governor,,REP,J. NATHAN DEAL (I),66,0,7,1,74
Gordon,GORDON COUNTY,Governor,,REP,J. NATHAN DEAL (I),268,10,104,0,382
Gordon,CALHOUN CITY,Governor,,REP,J. NATHAN DEAL (I),374,17,162,1,554
Gordon,LILY POND,Governor,,REP,J. NATHAN DEAL (I),120,4,30,0,154
Gordon,FAIRMOUNT,Governor,,REP,J. NATHAN DEAL (I),150,0,12,1,163
Gordon,RED BUD,Governor,,REP,J. NATHAN DEAL (I),144,5,32,0,181
Gordon,RESACA,Governor,,REP,J. NATHAN DEAL (I),111,2,12,1,126
Gordon,,Governor,,REP,J. NATHAN DEAL (I),1911,52,474,4,2441
Gordon,SUGAR VALLEY,Governor,,REP,DAVID E. PENNINGTON III,55,0,6,0,61
Gordon,PLAINVILLE,Governor,,REP,DAVID E. PENNINGTON III,39,2,2,0,43
Gordon,SONORAVILLE,Governor,,REP,DAVID E. PENNINGTON III,92,0,7,0,99
Gordon,PINE CHAPEL,Governor,,REP,DAVID E. PENNINGTON III,18,0,1,0,19
Gordon,OOSTANAULA,Governor,,REP,DAVID E. PENNINGTON III,19,1,1,0,21
Gordon,OAKMAN,Governor,,REP,DAVID E. PENNINGTON III,20,1,1,0,22
Gordon,GORDON COUNTY,Governor,,REP,DAVID E. PENNINGTON III,118,1,19,1,139
Gordon,CALHOUN CITY,Governor,,REP,DAVID E. PENNINGTON III,157,6,47,0,210
Gordon,LILY POND,Governor,,REP,DAVID E. PENNINGTON III,35,0,7,0,42
Gordon,FAIRMOUNT,Governor,,REP,DAVID E. PENNINGTON III,41,2,7,0,50
Gordon,RED BUD,Governor,,REP,DAVID E. PENNINGTON III,58,2,2,0,62
Gordon,RESACA,Governor,,REP,DAVID E. PENNINGTON III,39,0,3,0,42
Gordon,,Governor,,REP,DAVID E. PENNINGTON III,691,15,103,1,810
Gordon,SUGAR VALLEY,Governor,,DEM,JASON J. CARTER,19,0,0,0,19
Gordon,PLAINVILLE,Governor,,DEM,JASON J. CARTER,9,0,1,0,10
Gordon,SONORAVILLE,Governor,,DEM,JASON J. CARTER,25,7,12,0,44
Gordon,PINE CHAPEL,Governor,,DEM,JASON J. CARTER,12,0,5,0,17
Gordon,OOSTANAULA,Governor,,DEM,JASON J. CARTER,8,0,7,0,15
Gordon,OAKMAN,Governor,,DEM,JASON J. CARTER,19,0,1,0,20
Gordon,GORDON COUNTY,Governor,,DEM,JASON J. CARTER,42,4,12,1,59
Gordon,CALHOUN CITY,Governor,,DEM,JASON J. CARTER,69,14,27,0,110
Gordon,LILY POND,Governor,,DEM,JASON J. CARTER,16,1,3,0,20
Gordon,FAIRMOUNT,Governor,,DEM,JASON J. CARTER,7,2,1,0,10
Gordon,RED BUD,Governor,,DEM,JASON J. CARTER,23,3,6,0,32
Gordon,RESACA,Governor,,DEM,JASON J. CARTER,14,0,2,0,16
Gordon,,Governor,,DEM,JASON J. CARTER,263,31,77,1,372
Gordon,SUGAR VALLEY,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",134,2,16,0,152
Gordon,PLAINVILLE,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",131,3,8,0,142
Gordon,SONORAVILLE,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",445,8,66,0,519
Gordon,PINE CHAPEL,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",84,0,11,0,95
Gordon,OOSTANAULA,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",68,4,12,0,84
Gordon,OAKMAN,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",77,1,7,1,86
Gordon,GORDON COUNTY,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",370,12,116,1,499
Gordon,CALHOUN CITY,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",509,18,185,1,713
Gordon,LILY POND,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",145,5,37,0,187
Gordon,FAIRMOUNT,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",187,2,18,1,208
Gordon,RED BUD,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",198,7,38,0,243
Gordon,RESACA,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",124,1,13,1,139
Gordon,,Lieutenant Governor,,REP,"L. S. ""CASEY"" CAGLE (I)",2472,63,527,5,3067
Gordon,SUGAR VALLEY,Lieutenant Governor,,DEM,CONNIE J. STOKES,15,0,0,0,15
Gordon,PLAINVILLE,Lieutenant Governor,,DEM,CONNIE J. STOKES,7,0,1,0,8
Gordon,SONORAVILLE,Lieutenant Governor,,DEM,CONNIE J. STOKES,24,5,7,0,36
Gordon,PINE CHAPEL,Lieutenant Governor,,DEM,CONNIE J. STOKES,8,0,4,0,12
Gordon,OOSTANAULA,Lieutenant Governor,,DEM,CONNIE J. STOKES,7,0,5,0,12
Gordon,OAKMAN,Lieutenant Governor,,DEM,CONNIE J. STOKES,15,0,1,0,16
Gordon,GORDON COUNTY,Lieutenant Governor,,DEM,CONNIE J. STOKES,30,4,9,1,44
Gordon,CALHOUN CITY,Lieutenant Governor,,DEM,CONNIE J. STOKES,57,10,25,0,92
Gordon,LILY POND,Lieutenant Governor,,DEM,CONNIE J. STOKES,12,1,2,0,15
Gordon,FAIRMOUNT,Lieutenant Governor,,DEM,CONNIE J. STOKES,8,2,1,0,11
Gordon,RED BUD,Lieutenant Governor,,DEM,CONNIE J. STOKES,22,2,6,0,30
Gordon,RESACA,Lieutenant Governor,,DEM,CONNIE J. STOKES,10,0,2,0,12
Gordon,,Lieutenant Governor,,DEM,CONNIE J. STOKES,215,24,63,1,303
Gordon,SUGAR VALLEY,Secretary Of State,,REP,BRIAN P. KEMP (I),128,2,14,0,144
Gordon,PLAINVILLE,Secretary Of State,,REP,BRIAN P. KEMP (I),129,3,8,0,140
Gordon,SONORAVILLE,Secretary Of State,,REP,BRIAN P. KEMP (I),418,7,64,0,489
Gordon,PINE CHAPEL,Secretary Of State,,REP,BRIAN P. KEMP (I),77,0,11,0,88
Gordon,OOSTANAULA,Secretary Of State,,REP,BRIAN P. KEMP (I),58,4,11,0,73
Gordon,OAKMAN,Secretary Of State,,REP,BRIAN P. KEMP (I),74,1,7,1,83
Gordon,GORDON COUNTY,Secretary Of State,,REP,BRIAN P. KEMP (I),355,12,105,1,473
Gordon,CALHOUN CITY,Secretary Of State,,REP,BRIAN P. KEMP (I),499,16,174,1,690
Gordon,LILY POND,Secretary Of State,,REP,BRIAN P. KEMP (I),137,4,37,0,178
Gordon,FAIRMOUNT,Secretary Of State,,REP,BRIAN P. KEMP (I),179,2,17,1,199
Gordon,RED BUD,Secretary Of State,,REP,BRIAN P. KEMP (I),193,6,35,0,234
Gordon,RESACA,Secretary Of State,,REP,BRIAN P. KEMP (I),113,1,11,1,126
Gordon,,Secretary Of State,,REP,BRIAN P. KEMP (I),2360,58,494,5,2917
Gordon,SUGAR VALLEY,Secretary Of State,,DEM,GERALD B. BECKUM,3,0,0,0,3
Gordon,PLAINVILLE,Secretary Of State,,DEM,GERALD B. BECKUM,1,0,1,0,2
Gordon,SONORAVILLE,Secretary Of State,,DEM,GERALD B. BECKUM,12,0,2,0,14
Gordon,PINE CHAPEL,Secretary Of State,,DEM,GERALD B. BECKUM,4,0,1,0,5
Gordon,OOSTANAULA,Secretary Of State,,DEM,GERALD B. BECKUM,3,0,2,0,5
Gordon,OAKMAN,Secretary Of State,,DEM,GERALD B. BECKUM,4,0,0,0,4
Gordon,GORDON COUNTY,Secretary Of State,,DEM,GERALD B. BECKUM,11,2,5,0,18
Gordon,CALHOUN CITY,Secretary Of State,,DEM,GERALD B. BECKUM,15,6,6,0,27
Gordon,LILY POND,Secretary Of State,,DEM,GERALD B. BECKUM,2,0,1,0,3
Gordon,FAIRMOUNT,Secretary Of State,,DEM,GERALD B. BECKUM,4,2,0,0,6
Gordon,RED BUD,Secretary Of State,,DEM,GERALD B. BECKUM,6,1,4,0,11
Gordon,RESACA,Secretary Of State,,DEM,GERALD B. BECKUM,4,0,1,0,5
Gordon,,Secretary Of State,,DEM,GERALD B. BECKUM,69,11,23,0,103
Gordon,SUGAR VALLEY,Secretary Of State,,DEM,DOREEN CARTER,14,0,0,0,14
Gordon,PLAINVILLE,Secretary Of State,,DEM,DOREEN CARTER,9,0,0,0,9
Gordon,SONORAVILLE,Secretary Of State,,DEM,DOREEN CARTER,14,7,11,0,32
Gordon,PINE CHAPEL,Secretary Of State,,DEM,DOREEN CARTER,5,0,4,0,9
Gordon,OOSTANAULA,Secretary Of State,,DEM,DOREEN CARTER,4,0,5,0,9
Gordon,OAKMAN,Secretary Of State,,DEM,DOREEN CARTER,13,0,1,0,14
Gordon,GORDON COUNTY,Secretary Of State,,DEM,DOREEN CARTER,27,2,7,1,37
Gordon,CALHOUN CITY,Secretary Of State,,DEM,DOREEN CARTER,49,7,17,0,73
Gordon,LILY POND,Secretary Of State,,DEM,DOREEN CARTER,12,1,2,0,15
Gordon,FAIRMOUNT,Secretary Of State,,DEM,DOREEN CARTER,4,0,1,0,5
Gordon,RED BUD,Secretary Of State,,DEM,DOREEN CARTER,16,1,4,0,21
Gordon,RESACA,Secretary Of State,,DEM,DOREEN CARTER,9,0,1,0,10
Gordon,,Secretary Of State,,DEM,DOREEN CARTER,176,18,53,1,248
Gordon,SUGAR VALLEY,Attorney General,,REP,SAMUEL S. OLENS (I),121,1,15,0,137
Gordon,PLAINVILLE,Attorney General,,REP,SAMUEL S. OLENS (I),123,2,8,0,133
Gordon,SONORAVILLE,Attorney General,,REP,SAMUEL S. OLENS (I),394,7,58,0,459
Gordon,PINE CHAPEL,Attorney General,,REP,SAMUEL S. OLENS (I),72,0,9,0,81
Gordon,OOSTANAULA,Attorney General,,REP,SAMUEL S. OLENS (I),51,4,11,0,66
Gordon,OAKMAN,Attorney General,,REP,SAMUEL S. OLENS (I),74,1,5,1,81
Gordon,GORDON COUNTY,Attorney General,,REP,SAMUEL S. OLENS (I),327,12,97,1,437
Gordon,CALHOUN CITY,Attorney General,,REP,SAMUEL S. OLENS (I),455,17,166,1,639
Gordon,LILY POND,Attorney General,,REP,SAMUEL S. OLENS (I),130,4,32,0,166
Gordon,FAIRMOUNT,Attorney General,,REP,SAMUEL S. OLENS (I),161,2,14,1,178
Gordon,RED BUD,Attorney General,,REP,SAMUEL S. OLENS (I),182,7,35,0,224
Gordon,RESACA,Attorney General,,REP,SAMUEL S. OLENS (I),114,1,10,1,126
Gordon,,Attorney General,,REP,SAMUEL S. OLENS (I),2204,58,460,5,2727
Gordon,SUGAR VALLEY,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",14,0,0,0,14
Gordon,PLAINVILLE,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",8,0,1,0,9
Gordon,SONORAVILLE,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",24,6,12,0,42
Gordon,PINE CHAPEL,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",8,0,4,0,12
Gordon,OOSTANAULA,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",6,0,7,0,13
Gordon,OAKMAN,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",16,0,0,0,16
Gordon,GORDON COUNTY,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",31,4,11,1,47
Gordon,CALHOUN CITY,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",56,12,21,0,89
Gordon,LILY POND,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",11,1,3,0,15
Gordon,FAIRMOUNT,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",8,1,1,0,10
Gordon,RED BUD,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",21,2,6,0,29
Gordon,RESACA,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",10,0,2,0,12
Gordon,,Attorney General,,DEM,"GREGORY K. ""GREG"" HECHT",213,26,68,1,308
Gordon,SUGAR VALLEY,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),132,1,17,0,150
Gordon,PLAINVILLE,Commissioner Of Agriculture,,REP,GARY W. BLACK (I),132,2,8,0,142
