county,precinct,office,district,party,candidate,votes,absentee_by_mail,advance_in_person_1,advance_in_person_3,election_day,advance_in_person_2,provisional
Fulton,01J,State Representative,59,DEM,DAVID DREYER,70,8,8,6,48,0,0
Fulton,01P,State Representative,59,DEM,DAVID DREYER,32,0,0,2,30,0,0
Fulton,01R,State Representative,59,DEM,DAVID DREYER,27,1,2,0,23,1,0
Fulton,01T,State Representative,59,DEM,DAVID DREYER,22,1,0,1,20,0,0
Fulton,02E,State Representative,59,DEM,DAVID DREYER,131,3,2,0,125,1,0
Fulton,02F1,State Representative,59,DEM,DAVID DREYER,101,0,6,0,95,0,0
Fulton,05A2,State Representative,59,DEM,DAVID DREYER,108,4,8,0,95,1,0
Fulton,12E1,State Representative,59,DEM,DAVID DREYER,21,1,2,1,17,0,0
Fulton,12F,State Representative,59,DEM,DAVID DREYER,17,0,2,0,14,1,0
Fulton,12G,State Representative,59,DEM,DAVID DREYER,13,0,0,0,13,0,0
Fulton,12H,State Representative,59,DEM,DAVID DREYER,3,0,0,1,2,0,0
Fulton,EP02,State Representative,59,DEM,DAVID DREYER,112,1,0,13,98,0,0
Fulton,HP01,State Representative,59,DEM,DAVID DREYER,53,0,2,3,48,0,0
Fulton,,State Representative,62,DEM,WILLIAM K. BODDIE JR,1737,11,33,530,1162,1,0
Fulton,CP011,State Representative,62,DEM,WILLIAM K. BODDIE JR,35,0,0,6,29,0,0
Fulton,CP012,State Representative,62,DEM,WILLIAM K. BODDIE JR,55,0,0,2,53,0,0
Fulton,EP03,State Representative,62,DEM,WILLIAM K. BODDIE JR,181,3,4,62,112,0,0
Fulton,EP04-05,State Representative,62,DEM,WILLIAM K. BODDIE JR,262,1,3,86,172,0,0
Fulton,EP04-13,State Representative,62,DEM,WILLIAM K. BODDIE JR,61,0,1,21,39,0,0
Fulton,SC05B,State Representative,62,DEM,WILLIAM K. BODDIE JR,212,0,4,65,142,1,0
Fulton,SC05D,State Representative,62,DEM,WILLIAM K. BODDIE JR,174,0,2,54,118,0,0
Fulton,SC08C,State Representative,62,DEM,WILLIAM K. BODDIE JR,8,0,0,4,4,0,0
Fulton,SC13A,State Representative,62,DEM,WILLIAM K. BODDIE JR,358,4,11,101,242,0,0
Fulton,SC17A,State Representative,62,DEM,WILLIAM K. BODDIE JR,1,0,0,0,1,0,0
Fulton,SC18B,State Representative,62,DEM,WILLIAM K. BODDIE JR,371,3,7,126,235,0,0
Fulton,SC19A,State Representative,62,DEM,WILLIAM K. BODDIE JR,15,0,0,2,13,0,0
Fulton,UC01E,State Representative,62,DEM,WILLIAM K. BODDIE JR,4,0,1,1,2,0,0
Fulton,UC02B,State Representative,62,DEM,WILLIAM K. BODDIE JR,0,0,0,0,0,0,0
Fulton,,State Representative,62,DEM,VALERIE V. VIE,934,11,15,287,616,2,3
Fulton,CP011,State Representative,62,DEM,VALERIE V. VIE,30,0,0,2,28,0,0
Fulton,CP012,State Representative,62,DEM,VALERIE V. VIE,25,0,1,2,22,0,0
Fulton,EP03,State Representative,62,DEM,VALERIE V. VIE,72,0,1,15,54,0,2
Fulton,EP04-05,State Representative,62,DEM,VALERIE V. VIE,122,1,3,40,78,0,0
Fulton,EP04-13,State Representative,62,DEM,VALERIE V. VIE,23,0,1,6,16,0,0
Fulton,SC05B,State Representative,62,DEM,VALERIE V. VIE,96,0,3,39,53,0,1
Fulton,SC05D,State Representative,62,DEM,VALERIE V. VIE,72,1,0,18,53,0,0
Fulton,SC08C,State Representative,62,DEM,VALERIE V. VIE,5,0,0,0,4,1,0
Fulton,SC13A,State Representative,62,DEM,VALERIE V. VIE,196,5,4,75,111,1,0
Fulton,SC17A,State Representative,62,DEM,VALERIE V. VIE,5,0,0,1,4,0,0
Fulton,SC18B,State Representative,62,DEM,VALERIE V. VIE,277,4,2,87,184,0,0
Fulton,SC19A,State Representative,62,DEM,VALERIE V. VIE,8,0,0,1,7,0,0
Fulton,UC01E,State Representative,62,DEM,VALERIE V. VIE,3,0,0,1,2,0,0
Fulton,UC02B,State Representative,62,DEM,VALERIE V. VIE,0,0,0,0,0,0,0
Fulton,,State Representative,63,DEM,DEBRA BAZEMORE,654,3,9,136,504,1,1
Fulton,CP05B,State Representative,63,DEM,DEBRA BAZEMORE,4,0,0,0,4,0,0
Fulton,CP06A,State Representative,63,DEM,DEBRA BAZEMORE,2,0,0,1,1,0,0
Fulton,CP081,State Representative,63,DEM,DEBRA BAZEMORE,6,0,0,0,6,0,0
Fulton,CP083,State Representative,63,DEM,DEBRA BAZEMORE,0,0,0,0,0,0,0
Fulton,CP08A,State Representative,63,DEM,DEBRA BAZEMORE,4,0,0,0,4,0,0
Fulton,SC08D,State Representative,63,DEM,DEBRA BAZEMORE,13,0,1,4,8,0,0
Fulton,SC09A,State Representative,63,DEM,DEBRA BAZEMORE,145,3,3,25,113,1,0
Fulton,SC10,State Representative,63,DEM,DEBRA BAZEMORE,62,0,0,11,51,0,0
Fulton,SC11A,State Representative,63,DEM,DEBRA BAZEMORE,80,0,0,11,69,0,0
Fulton,SC23A,State Representative,63,DEM,DEBRA BAZEMORE,194,0,3,42,148,0,1
Fulton,SC27,State Representative,63,DEM,DEBRA BAZEMORE,137,0,2,40,95,0,0
Fulton,UC01B,State Representative,63,DEM,DEBRA BAZEMORE,7,0,0,2,5,0,0
Fulton,,State Representative,63,DEM,LINDA PRITCHETT,585,10,16,119,440,0,0
Fulton,CP05B,State Representative,63,DEM,LINDA PRITCHETT,4,0,0,1,3,0,0
Fulton,CP06A,State Representative,63,DEM,LINDA PRITCHETT,10,0,0,5,5,0,0
Fulton,CP081,State Representative,63,DEM,LINDA PRITCHETT,4,1,0,0,3,0,0
Fulton,CP083,State Representative,63,DEM,LINDA PRITCHETT,1,0,0,0,1,0,0
Fulton,CP08A,State Representative,63,DEM,LINDA PRITCHETT,4,0,0,1,3,0,0
Fulton,SC08D,State Representative,63,DEM,LINDA PRITCHETT,13,0,1,0,12,0,0
Fulton,SC09A,State Representative,63,DEM,LINDA PRITCHETT,116,3,2,28,83,0,0
Fulton,SC10,State Representative,63,DEM,LINDA PRITCHETT,27,2,1,4,20,0,0
Fulton,SC11A,State Representative,63,DEM,LINDA PRITCHETT,72,2,1,18,51,0,0
Fulton,SC23A,State Representative,63,DEM,LINDA PRITCHETT,215,1,7,32,175,0,0
Fulton,SC27,State Representative,63,DEM,LINDA PRITCHETT,116,1,4,30,81,0,0
Fulton,UC01B,State Representative,63,DEM,LINDA PRITCHETT,3,0,0,0,3,0,0
Fulton,,State Representative,80,REP,ALAN COLE,97,3,1,0,85,8,0
Fulton,SS07C,State Representative,80,REP,ALAN COLE,7,1,0,0,6,0,0
Fulton,SS08A,State Representative,80,REP,ALAN COLE,2,0,0,0,2,0,0
Fulton,SS08D,State Representative,80,REP,ALAN COLE,4,0,0,0,4,0,0
Fulton,SS11C,State Representative,80,REP,ALAN COLE,0,0,0,0,0,0,0
Fulton,SS12,State Representative,80,REP,ALAN COLE,37,1,0,0,33,3,0
Fulton,SS14,State Representative,80,REP,ALAN COLE,20,0,0,0,20,0,0
Fulton,SS29A,State Representative,80,REP,ALAN COLE,27,1,1,0,20,5,0
Fulton,,State Representative,80,REP,MEAGAN HANSON,206,7,0,0,171,28,0
Fulton,SS07C,State Representative,80,REP,MEAGAN HANSON,9,1,0,0,8,0,0
Fulton,SS08A,State Representative,80,REP,MEAGAN HANSON,11,0,0,0,9,2,0
Fulton,SS08D,State Representative,80,REP,MEAGAN HANSON,8,2,0,0,6,0,0
Fulton,SS11C,State Representative,80,REP,MEAGAN HANSON,0,0,0,0,0,0,0
Fulton,SS12,State Representative,80,REP,MEAGAN HANSON,90,1,0,0,75,14,0
Fulton,SS14,State Representative,80,REP,MEAGAN HANSON,57,2,0,0,49,6,0
Fulton,SS29A,State Representative,80,REP,MEAGAN HANSON,31,1,0,0,24,6,0
Fulton,,SHERIFF - D,,I,T. JACKSON,16076,439,576,2643,12078,319,21
Fulton,01A,SHERIFF - D,,I,T. JACKSON,227,16,17,3,191,0,0
Fulton,01B,SHERIFF - D,,I,T. JACKSON,333,9,12,2,309,1,0
Fulton,01C,SHERIFF - D,,I,T. JACKSON,15,0,0,0,15,0,0
Fulton,01D,SHERIFF - D,,I,T. JACKSON,27,3,8,4,12,0,0
Fulton,01E,SHERIFF - D,,I,T. JACKSON,363,22,30,3,307,1,0
Fulton,01F,SHERIFF - D,,I,T. JACKSON,3,0,0,0,3,0,0
Fulton,01H,SHERIFF - D,,I,T. JACKSON,10,1,2,0,7,0,0
Fulton,01J,SHERIFF - D,,I,T. JACKSON,64,7,6,10,40,0,1
Fulton,01P,SHERIFF - D,,I,T. JACKSON,41,6,0,1,34,0,0
Fulton,01R,SHERIFF - D,,I,T. JACKSON,28,1,3,0,23,1,0
Fulton,01S,SHERIFF - D,,I,T. JACKSON,40,1,3,1,35,0,0
Fulton,01T,SHERIFF - D,,I,T. JACKSON,24,0,1,0,23,0,0
Fulton,02A,SHERIFF - D,,I,T. JACKSON,50,1,7,0,41,1,0
Fulton,02B,SHERIFF - D,,I,T. JACKSON,47,1,5,3,38,0,0
Fulton,02C,SHERIFF - D,,I,T. JACKSON,59,0,11,1,47,0,0
Fulton,02D,SHERIFF - D,,I,T. JACKSON,83,3,6,0,73,1,0
Fulton,02E,SHERIFF - D,,I,T. JACKSON,164,4,10,1,149,0,0
Fulton,02F1,SHERIFF - D,,I,T. JACKSON,111,2,5,0,104,0,0
Fulton,02F2,SHERIFF - D,,I,T. JACKSON,14,0,0,0,14,0,0
Fulton,02G,SHERIFF - D,,I,T. JACKSON,76,1,1,1,72,0,1
Fulton,02J,SHERIFF - D,,I,T. JACKSON,64,0,7,0,57,0,0
Fulton,02K,SHERIFF - D,,I,T. JACKSON,18,0,1,0,17,0,0
Fulton,02L1,SHERIFF - D,,I,T. JACKSON,67,3,4,0,59,1,0
Fulton,02L2,SHERIFF - D,,I,T. JACKSON,17,2,2,0,13,0,0
Fulton,02S,SHERIFF - D,,I,T. JACKSON,14,0,1,0,13,0,0
Fulton,02W,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,03A,SHERIFF - D,,I,T. JACKSON,44,3,4,7,30,0,0
Fulton,03B,SHERIFF - D,,I,T. JACKSON,11,0,2,0,9,0,0
Fulton,03C,SHERIFF - D,,I,T. JACKSON,45,6,3,8,28,0,0
Fulton,03D,SHERIFF - D,,I,T. JACKSON,38,0,3,4,31,0,0
Fulton,03E,SHERIFF - D,,I,T. JACKSON,41,1,1,2,37,0,0
Fulton,03F,SHERIFF - D,,I,T. JACKSON,16,0,0,0,16,0,0
Fulton,03G,SHERIFF - D,,I,T. JACKSON,11,0,1,0,10,0,0
Fulton,03H,SHERIFF - D,,I,T. JACKSON,24,0,0,2,22,0,0
Fulton,03I,SHERIFF - D,,I,T. JACKSON,11,0,0,0,11,0,0
Fulton,03L,SHERIFF - D,,I,T. JACKSON,9,0,0,1,8,0,0
Fulton,03M,SHERIFF - D,,I,T. JACKSON,17,0,2,0,15,0,0
Fulton,03N,SHERIFF - D,,I,T. JACKSON,16,2,0,0,14,0,0
Fulton,03P1A,SHERIFF - D,,I,T. JACKSON,20,0,3,1,14,2,0
Fulton,03P2,SHERIFF - D,,I,T. JACKSON,0,0,0,0,0,0,0
Fulton,03S,SHERIFF - D,,I,T. JACKSON,22,0,0,4,18,0,0
Fulton,03T,SHERIFF - D,,I,T. JACKSON,26,0,1,0,25,0,0
Fulton,04A,SHERIFF - D,,I,T. JACKSON,27,3,1,5,18,0,0
Fulton,04B,SHERIFF - D,,I,T. JACKSON,17,1,1,4,11,0,0
Fulton,04C,SHERIFF - D,,I,T. JACKSON,6,0,0,0,6,0,0
Fulton,04D,SHERIFF - D,,I,T. JACKSON,60,6,3,9,42,0,0
Fulton,04F,SHERIFF - D,,I,T. JACKSON,37,1,7,2,27,0,0
Fulton,04G,SHERIFF - D,,I,T. JACKSON,21,1,1,4,15,0,0
Fulton,04I,SHERIFF - D,,I,T. JACKSON,22,2,4,0,16,0,0
Fulton,04J,SHERIFF - D,,I,T. JACKSON,5,0,0,1,4,0,0
Fulton,04K,SHERIFF - D,,I,T. JACKSON,68,3,6,4,55,0,0
Fulton,04L,SHERIFF - D,,I,T. JACKSON,32,0,5,1,26,0,0
Fulton,04M,SHERIFF - D,,I,T. JACKSON,11,0,1,1,9,0,0
Fulton,04S,SHERIFF - D,,I,T. JACKSON,111,0,2,12,97,0,0
Fulton,04T,SHERIFF - D,,I,T. JACKSON,28,0,0,8,20,0,0
Fulton,04V,SHERIFF - D,,I,T. JACKSON,36,3,5,0,28,0,0
Fulton,04W,SHERIFF - D,,I,T. JACKSON,5,0,0,0,5,0,0
Fulton,04X1,SHERIFF - D,,I,T. JACKSON,60,0,4,13,43,0,0
Fulton,04X2,SHERIFF - D,,I,T. JACKSON,18,0,1,1,16,0,0
Fulton,05A1,SHERIFF - D,,I,T. JACKSON,50,3,1,0,46,0,0
Fulton,05A2,SHERIFF - D,,I,T. JACKSON,126,3,13,0,110,0,0
Fulton,05B,SHERIFF - D,,I,T. JACKSON,36,0,2,1,33,0,0
Fulton,05C,SHERIFF - D,,I,T. JACKSON,0,0,0,0,0,0,0
Fulton,05D,SHERIFF - D,,I,T. JACKSON,2,0,0,1,1,0,0
Fulton,05F,SHERIFF - D,,I,T. JACKSON,1,0,0,0,1,0,0
Fulton,05J,SHERIFF - D,,I,T. JACKSON,30,0,3,1,26,0,0
Fulton,05K,SHERIFF - D,,I,T. JACKSON,34,0,4,1,29,0,0
Fulton,06B,SHERIFF - D,,I,T. JACKSON,43,1,1,0,41,0,0
Fulton,06D,SHERIFF - D,,I,T. JACKSON,251,6,14,0,225,6,0
Fulton,06E,SHERIFF - D,,I,T. JACKSON,55,3,1,0,51,0,0
Fulton,06F,SHERIFF - D,,I,T. JACKSON,92,2,5,0,85,0,0
Fulton,06G,SHERIFF - D,,I,T. JACKSON,16,0,4,0,12,0,0
Fulton,06H,SHERIFF - D,,I,T. JACKSON,80,0,5,1,72,2,0
Fulton,06I,SHERIFF - D,,I,T. JACKSON,22,0,0,0,22,0,0
Fulton,06J,SHERIFF - D,,I,T. JACKSON,88,1,4,1,82,0,0
Fulton,06L1,SHERIFF - D,,I,T. JACKSON,40,0,2,0,31,7,0
Fulton,06L2,SHERIFF - D,,I,T. JACKSON,39,2,6,0,31,0,0
Fulton,06N,SHERIFF - D,,I,T. JACKSON,32,1,3,0,25,3,0
Fulton,06Q,SHERIFF - D,,I,T. JACKSON,6,0,0,0,6,0,0
Fulton,06R,SHERIFF - D,,I,T. JACKSON,67,4,2,0,59,2,0
Fulton,07A,SHERIFF - D,,I,T. JACKSON,80,5,1,0,56,18,0
Fulton,07B,SHERIFF - D,,I,T. JACKSON,30,0,0,0,22,8,0
Fulton,07C,SHERIFF - D,,I,T. JACKSON,27,5,1,0,18,3,0
Fulton,07D,SHERIFF - D,,I,T. JACKSON,37,1,1,0,31,4,0
Fulton,07E,SHERIFF - D,,I,T. JACKSON,22,0,1,0,19,2,0
Fulton,07F,SHERIFF - D,,I,T. JACKSON,39,2,1,0,33,3,0
Fulton,07H,SHERIFF - D,,I,T. JACKSON,38,2,1,0,30,5,0
Fulton,07J,SHERIFF - D,,I,T. JACKSON,48,3,1,0,43,1,0
Fulton,07M,SHERIFF - D,,I,T. JACKSON,30,0,1,0,29,0,0
Fulton,07N,SHERIFF - D,,I,T. JACKSON,14,2,3,0,8,1,0
Fulton,08A,SHERIFF - D,,I,T. JACKSON,43,4,0,1,35,3,0
Fulton,08B,SHERIFF - D,,I,T. JACKSON,24,2,2,0,15,5,0
Fulton,08C,SHERIFF - D,,I,T. JACKSON,10,0,0,0,10,0,0
Fulton,08D,SHERIFF - D,,I,T. JACKSON,1,0,0,0,1,0,0
Fulton,08E,SHERIFF - D,,I,T. JACKSON,57,7,4,2,40,4,0
Fulton,08F1,SHERIFF - D,,I,T. JACKSON,29,0,1,0,27,1,0
Fulton,08G,SHERIFF - D,,I,T. JACKSON,54,3,3,0,47,1,0
Fulton,08H,SHERIFF - D,,I,T. JACKSON,48,2,1,0,39,6,0
Fulton,08J,SHERIFF - D,,I,T. JACKSON,42,4,1,0,36,1,0
Fulton,08K,SHERIFF - D,,I,T. JACKSON,10,0,2,0,8,0,0
Fulton,08L,SHERIFF - D,,I,T. JACKSON,67,0,13,1,50,3,0
Fulton,08M,SHERIFF - D,,I,T. JACKSON,25,0,0,0,23,2,0
Fulton,08N1,SHERIFF - D,,I,T. JACKSON,6,0,0,0,5,0,1
Fulton,08N2,SHERIFF - D,,I,T. JACKSON,24,5,0,0,17,2,0
Fulton,08P,SHERIFF - D,,I,T. JACKSON,13,0,1,1,10,0,1
Fulton,09A,SHERIFF - D,,I,T. JACKSON,72,0,4,1,65,1,1
Fulton,09B,SHERIFF - D,,I,T. JACKSON,8,0,0,2,6,0,0
Fulton,09C,SHERIFF - D,,I,T. JACKSON,178,4,8,30,136,0,0
Fulton,09D,SHERIFF - D,,I,T. JACKSON,53,3,4,6,40,0,0
Fulton,09E,SHERIFF - D,,I,T. JACKSON,52,5,3,6,38,0,0
Fulton,09F,SHERIFF - D,,I,T. JACKSON,48,0,1,0,43,4,0
Fulton,09G,SHERIFF - D,,I,T. JACKSON,38,0,1,1,35,1,0
Fulton,09H,SHERIFF - D,,I,T. JACKSON,5,0,0,0,5,0,0
Fulton,09I,SHERIFF - D,,I,T. JACKSON,33,0,1,4,27,1,0
Fulton,09K,SHERIFF - D,,I,T. JACKSON,55,0,2,6,47,0,0
Fulton,09M,SHERIFF - D,,I,T. JACKSON,49,0,1,4,43,1,0
Fulton,10A,SHERIFF - D,,I,T. JACKSON,223,9,1,70,142,0,1
Fulton,10B,SHERIFF - D,,I,T. JACKSON,461,20,4,154,282,0,1
Fulton,10C,SHERIFF - D,,I,T. JACKSON,80,4,5,15,56,0,0
Fulton,10D,SHERIFF - D,,I,T. JACKSON,172,5,1,59,107,0,0
Fulton,10E,SHERIFF - D,,I,T. JACKSON,84,7,2,30,45,0,0
Fulton,10F,SHERIFF - D,,I,T. JACKSON,65,3,2,20,40,0,0
Fulton,10G,SHERIFF - D,,I,T. JACKSON,180,2,3,46,129,0,0
Fulton,10H1,SHERIFF - D,,I,T. JACKSON,17,0,2,6,9,0,0
Fulton,10H2,SHERIFF - D,,I,T. JACKSON,134,7,10,36,81,0,0
Fulton,10I,SHERIFF - D,,I,T. JACKSON,51,1,2,13,33,1,1
Fulton,10J,SHERIFF - D,,I,T. JACKSON,34,1,1,11,21,0,0
Fulton,10K,SHERIFF - D,,I,T. JACKSON,122,3,4,32,83,0,0
Fulton,10M,SHERIFF - D,,I,T. JACKSON,79,5,2,15,57,0,0
Fulton,10P,SHERIFF - D,,I,T. JACKSON,58,5,1,16,36,0,0
Fulton,10R,SHERIFF - D,,I,T. JACKSON,28,3,0,2,23,0,0
Fulton,11B,SHERIFF - D,,I,T. JACKSON,350,6,10,101,232,0,1
Fulton,11C,SHERIFF - D,,I,T. JACKSON,303,9,9,74,210,0,1
Fulton,11E1,SHERIFF - D,,I,T. JACKSON,53,2,3,10,38,0,0
Fulton,11E2,SHERIFF - D,,I,T. JACKSON,59,1,0,11,47,0,0
Fulton,11E3,SHERIFF - D,,I,T. JACKSON,62,0,5,7,49,1,0
Fulton,11G,SHERIFF - D,,I,T. JACKSON,43,1,2,8,32,0,0
Fulton,11H,SHERIFF - D,,I,T. JACKSON,45,0,2,11,31,1,0
Fulton,11J,SHERIFF - D,,I,T. JACKSON,135,2,1,41,91,0,0
Fulton,11K,SHERIFF - D,,I,T. JACKSON,164,3,2,30,128,0,1
Fulton,11M,SHERIFF - D,,I,T. JACKSON,161,6,5,39,111,0,0
Fulton,11N,SHERIFF - D,,I,T. JACKSON,191,1,4,60,126,0,0
Fulton,11P,SHERIFF - D,,I,T. JACKSON,86,8,2,8,68,0,0
Fulton,11R,SHERIFF - D,,I,T. JACKSON,40,0,5,6,29,0,0
Fulton,12A,SHERIFF - D,,I,T. JACKSON,142,2,12,12,115,0,1
Fulton,12D,SHERIFF - D,,I,T. JACKSON,18,0,3,7,8,0,0
Fulton,12E1,SHERIFF - D,,I,T. JACKSON,31,0,2,6,23,0,0
Fulton,12F,SHERIFF - D,,I,T. JACKSON,21,0,2,0,19,0,0
Fulton,12G,SHERIFF - D,,I,T. JACKSON,52,1,1,1,49,0,0
Fulton,12H,SHERIFF - D,,I,T. JACKSON,85,1,1,12,70,0,1
Fulton,12I,SHERIFF - D,,I,T. JACKSON,27,1,1,11,14,0,0
Fulton,12J,SHERIFF - D,,I,T. JACKSON,36,1,3,3,29,0,0
Fulton,12K,SHERIFF - D,,I,T. JACKSON,40,0,4,1,35,0,0
Fulton,12L,SHERIFF - D,,I,T. JACKSON,15,0,0,3,12,0,0
Fulton,12M,SHERIFF - D,,I,T. JACKSON,51,1,2,2,46,0,0
Fulton,12N,SHERIFF - D,,I,T. JACKSON,15,0,0,1,14,0,0
Fulton,12S,SHERIFF - D,,I,T. JACKSON,52,1,3,3,45,0,0
Fulton,AP01A,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,AP01B,SHERIFF - D,,I,T. JACKSON,3,0,0,0,3,0,0
Fulton,AP01C,SHERIFF - D,,I,T. JACKSON,6,0,0,0,5,1,0
Fulton,AP01D,SHERIFF - D,,I,T. JACKSON,3,0,0,0,1,2,0
Fulton,AP02B,SHERIFF - D,,I,T. JACKSON,3,3,0,0,0,0,0
Fulton,AP03,SHERIFF - D,,I,T. JACKSON,1,0,0,0,1,0,0
Fulton,AP04A,SHERIFF - D,,I,T. JACKSON,20,0,0,0,20,0,0
Fulton,AP04B,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,AP05,SHERIFF - D,,I,T. JACKSON,19,0,0,0,19,0,0
Fulton,AP06,SHERIFF - D,,I,T. JACKSON,2,0,0,0,0,2,0
Fulton,AP07A,SHERIFF - D,,I,T. JACKSON,16,0,0,0,16,0,0
Fulton,AP07B,SHERIFF - D,,I,T. JACKSON,3,0,0,0,3,0,0
Fulton,AP09A,SHERIFF - D,,I,T. JACKSON,13,0,0,0,13,0,0
Fulton,AP09B,SHERIFF - D,,I,T. JACKSON,1,0,0,0,1,0,0
Fulton,AP021,SHERIFF - D,,I,T. JACKSON,13,0,0,0,11,2,0
Fulton,AP022,SHERIFF - D,,I,T. JACKSON,11,2,0,0,8,1,0
Fulton,AP10,SHERIFF - D,,I,T. JACKSON,3,0,0,0,3,0,0
Fulton,AP12A,SHERIFF - D,,I,T. JACKSON,2,0,0,0,1,1,0
Fulton,AP12B,SHERIFF - D,,I,T. JACKSON,1,0,0,0,1,0,0
Fulton,AP12C,SHERIFF - D,,I,T. JACKSON,5,0,0,0,4,1,0
Fulton,AP13,SHERIFF - D,,I,T. JACKSON,13,0,0,0,10,3,0
Fulton,AP14,SHERIFF - D,,I,T. JACKSON,15,1,0,0,14,0,0
Fulton,CH01,SHERIFF - D,,I,T. JACKSON,3,0,1,0,2,0,0
Fulton,CH02,SHERIFF - D,,I,T. JACKSON,10,0,0,3,7,0,0
Fulton,CH03,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,CH04A,SHERIFF - D,,I,T. JACKSON,9,0,0,0,9,0,0
Fulton,CH05,SHERIFF - D,,I,T. JACKSON,3,0,0,0,3,0,0
Fulton,CP01B,SHERIFF - D,,I,T. JACKSON,6,0,0,0,6,0,0
Fulton,CP011,SHERIFF - D,,I,T. JACKSON,48,0,1,6,41,0,0
Fulton,CP012,SHERIFF - D,,I,T. JACKSON,51,0,1,3,47,0,0
Fulton,CP02,SHERIFF - D,,I,T. JACKSON,22,0,0,0,22,0,0
Fulton,CP04,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,CP05B,SHERIFF - D,,I,T. JACKSON,2,0,0,1,1,0,0
Fulton,CP051,SHERIFF - D,,I,T. JACKSON,117,0,1,20,96,0,0
Fulton,CP06A,SHERIFF - D,,I,T. JACKSON,7,0,0,4,3,0,0
Fulton,CP07A,SHERIFF - D,,I,T. JACKSON,7,0,0,3,4,0,0
Fulton,CP081,SHERIFF - D,,I,T. JACKSON,3,0,0,0,3,0,0
Fulton,CP083,SHERIFF - D,,I,T. JACKSON,0,0,0,0,0,0,0
Fulton,CP08A,SHERIFF - D,,I,T. JACKSON,2,0,0,1,1,0,0
Fulton,EP01,SHERIFF - D,,I,T. JACKSON,178,2,3,29,144,0,0
Fulton,EP02,SHERIFF - D,,I,T. JACKSON,215,5,5,59,146,0,0
Fulton,EP03,SHERIFF - D,,I,T. JACKSON,452,3,8,114,325,0,2
Fulton,EP04-05,SHERIFF - D,,I,T. JACKSON,211,1,5,75,130,0,0
Fulton,EP04-13,SHERIFF - D,,I,T. JACKSON,39,0,1,14,24,0,0
Fulton,FA01A,SHERIFF - D,,I,T. JACKSON,183,1,8,51,123,0,0
Fulton,FA01B,SHERIFF - D,,I,T. JACKSON,11,0,0,3,8,0,0
Fulton,HP01,SHERIFF - D,,I,T. JACKSON,93,0,1,9,83,0,0
Fulton,JC01,SHERIFF - D,,I,T. JACKSON,17,0,1,0,15,1,0
Fulton,JC02,SHERIFF - D,,I,T. JACKSON,2,1,0,0,1,0,0
Fulton,JC03A,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,JC03B,SHERIFF - D,,I,T. JACKSON,2,0,0,0,2,0,0
Fulton,JC04A,SHERIFF - D,,I,T. JACKSON,22,0,0,0,21,1,0
Fulton,JC04B,SHERIFF - D,,I,T. JACKSON,0,0,0,0,0,0,0
