county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,absentee_in_person_2,provisional,absentee_in_person
Cobb,Vinings 03,COMMISSION CHAIRMAN - R,,,MIKE BOYCE,154,16,116,5,0,17
Cobb,Vinings 04,COMMISSION CHAIRMAN - R,,,MIKE BOYCE,427,65,326,5,0,31
Cobb,Wade Green 02,COMMISSION CHAIRMAN - R,,,MIKE BOYCE,121,12,92,13,0,4
Cobb,Wileo 01,COMMISSION CHAIRMAN - R,,,MIKE BOYCE,170,9,144,13,0,4
Cobb,,COMMISSION CHAIRMAN - R,,I,TIM LEE,14257,785,10301,1415,11,1745
Cobb,Acworth 1A,COMMISSION CHAIRMAN - R,,I,TIM LEE,106,10,66,26,0,4
Cobb,Acworth 1B,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,4,61,17,0,2
Cobb,Acworth 1C,COMMISSION CHAIRMAN - R,,I,TIM LEE,46,0,35,10,0,1
Cobb,Addison 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,116,1,96,3,0,16
Cobb,Austell 1A,COMMISSION CHAIRMAN - R,,I,TIM LEE,41,5,27,6,0,3
Cobb,Bells Ferry 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,95,5,81,3,0,6
Cobb,Bells Ferry 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,128,10,105,6,0,7
Cobb,Big Shanty 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,73,6,54,7,0,6
Cobb,Big Shanty 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,105,6,83,8,0,8
Cobb,Baker 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,50,1,42,3,0,4
Cobb,Birney 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,47,2,37,4,0,4
Cobb,Birney 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,8,71,1,0,4
Cobb,Bryant 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,8,2,4,2,0,0
Cobb,Bryant 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,9,0,8,1,0,0
Cobb,Blackwell 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,85,13,63,0,0,9
Cobb,Chattahoochee 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,26,1,19,5,1,0
Cobb,Cheatham Hill 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,118,10,76,3,0,29
Cobb,Cheatham Hill 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,175,9,94,5,0,67
Cobb,Chalker 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,80,4,59,3,0,14
Cobb,Clarkdale 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,29,3,21,5,0,0
Cobb,Clarkdale 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,59,2,53,3,0,1
Cobb,Cooper 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,47,6,26,9,1,5
Cobb,Chestnut Ridge 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,151,5,124,17,0,5
Cobb,Dickerson 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,113,8,83,20,0,2
Cobb,Dobbins 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,21,0,17,2,0,2
Cobb,Dowell 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,99,10,57,7,0,25
Cobb,Dodgen 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,117,13,75,27,0,2
Cobb,Durham 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,102,4,75,15,1,7
Cobb,Davis 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,67,1,61,3,0,2
Cobb,Eastside 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,179,3,131,38,0,7
Cobb,Eastside 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,198,4,144,46,0,4
Cobb,Elizabeth 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,39,0,28,0,0,11
Cobb,Elizabeth 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,108,8,85,4,0,11
Cobb,Elizabeth 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,137,14,109,4,0,10
Cobb,Elizabeth 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,134,5,104,11,1,13
Cobb,Elizabeth 05,COMMISSION CHAIRMAN - R,,I,TIM LEE,102,3,86,7,0,6
Cobb,East Piedmont 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,70,2,59,4,0,5
Cobb,Fair Oaks 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,52,6,35,2,0,9
Cobb,Fair Oaks 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,60,2,54,1,0,3
Cobb,Fair Oaks 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,57,4,47,0,0,6
Cobb,Fair Oaks 05,COMMISSION CHAIRMAN - R,,I,TIM LEE,28,3,24,0,0,1
Cobb,Fullers Park 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,125,4,84,27,0,10
Cobb,Ford 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,80,3,57,9,0,11
Cobb,Frey 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,58,3,45,1,0,9
Cobb,Garrison Mill 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,85,6,68,4,0,7
Cobb,Gritters 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,144,8,119,6,0,11
Cobb,Harmony Leland 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,47,3,28,15,0,1
Cobb,Harrison 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,112,9,82,11,0,10
Cobb,Hightower 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,155,9,112,26,0,8
Cobb,Hayes 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,141,6,95,20,0,20
Cobb,Kennesaw 1A,COMMISSION CHAIRMAN - R,,I,TIM LEE,55,0,45,6,0,4
Cobb,Kennesaw 2A,COMMISSION CHAIRMAN - R,,I,TIM LEE,89,1,64,14,0,10
Cobb,Kennesaw 3A,COMMISSION CHAIRMAN - R,,I,TIM LEE,71,4,51,5,2,9
Cobb,Kennesaw 4A,COMMISSION CHAIRMAN - R,,I,TIM LEE,83,4,62,12,0,5
Cobb,Kennesaw 5A,COMMISSION CHAIRMAN - R,,I,TIM LEE,130,4,103,17,0,6
Cobb,Kell 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,80,4,71,1,0,4
Cobb,Kemp 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,5,53,7,0,19
Cobb,Kemp 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,165,7,103,11,0,44
Cobb,Kemp 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,222,5,144,46,0,27
Cobb,Lasssiter 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,157,7,120,12,0,18
Cobb,Lindley 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,50,3,46,0,0,1
Cobb,Lost Mountain 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,127,1,80,28,0,18
Cobb,Lost Mountain 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,138,9,98,17,0,14
Cobb,Lost Mountain 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,146,4,86,46,0,10
Cobb,Lost Mountain 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,91,6,59,11,0,15
Cobb,Lewis 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,49,2,41,3,0,3
Cobb,Mableton 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,92,8,67,16,0,1
Cobb,Mableton 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,50,4,31,13,0,2
Cobb,Mableton 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,98,3,78,15,0,2
Cobb,Mableton 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,71,6,59,5,0,1
Cobb,Mabry 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,90,0,77,7,0,6
Cobb,Macland 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,52,1,40,4,0,7
Cobb,Murdock 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,179,12,139,20,0,8
Cobb,McEachern 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,110,3,92,11,0,4
Cobb,McCleskey 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,78,3,67,3,0,5
Cobb,McClure 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,63,5,46,10,0,2
Cobb,Marietta 1A,COMMISSION CHAIRMAN - R,,I,TIM LEE,53,2,38,0,0,13
Cobb,Marietta 2A,COMMISSION CHAIRMAN - R,,I,TIM LEE,183,2,105,0,0,76
Cobb,Marietta 2B,COMMISSION CHAIRMAN - R,,I,TIM LEE,267,10,157,0,0,100
Cobb,Marietta 3A,COMMISSION CHAIRMAN - R,,I,TIM LEE,281,20,155,0,0,106
Cobb,Marietta 4A,COMMISSION CHAIRMAN - R,,I,TIM LEE,298,15,178,0,0,105
Cobb,Marietta 4B,COMMISSION CHAIRMAN - R,,I,TIM LEE,105,9,69,0,0,27
Cobb,Marietta 4C,COMMISSION CHAIRMAN - R,,I,TIM LEE,233,8,112,2,0,111
Cobb,Marietta 5A,COMMISSION CHAIRMAN - R,,I,TIM LEE,52,1,25,2,0,24
Cobb,Marietta 5B,COMMISSION CHAIRMAN - R,,I,TIM LEE,25,3,17,0,0,5
Cobb,Marietta 6A,COMMISSION CHAIRMAN - R,,I,TIM LEE,20,0,12,2,0,6
Cobb,Marietta 6B,COMMISSION CHAIRMAN - R,,I,TIM LEE,77,8,56,6,0,7
Cobb,Marietta 7A,COMMISSION CHAIRMAN - R,,I,TIM LEE,22,1,17,0,0,4
Cobb,Mars Hill 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,82,5,53,13,0,11
Cobb,Mars Hill 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,42,1,34,6,0,1
Cobb,Mount Bethel 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,172,9,120,40,0,3
Cobb,Mount Bethel 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,139,6,81,49,0,3
Cobb,Mount Bethel 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,138,11,83,39,0,5
Cobb,North Cobb 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,58,1,38,16,0,3
Cobb,Nickajack 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,40,3,30,4,0,3
Cobb,Norton Park 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,102,8,85,1,0,8
Cobb,Nicholson 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,69,3,66,0,0,0
Cobb,Oakdale 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,107,17,73,6,0,11
Cobb,Oregon 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,85,0,53,8,0,24
Cobb,Oregon 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,69,10,41,5,0,13
Cobb,Oregon 03,COMMISSION CHAIRMAN - R,,I,TIM LEE,45,5,26,1,0,13
Cobb,Oregon 04,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,1,58,7,1,17
Cobb,Oregon 05,COMMISSION CHAIRMAN - R,,I,TIM LEE,105,4,76,5,0,20
Cobb,Pebblebrook 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,58,5,40,11,0,2
Cobb,Powers Ferry 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,107,7,81,8,0,11
Cobb,Pine Mountain 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,188,11,120,18,0,39
Cobb,Pine Mountain 02,COMMISSION CHAIRMAN - R,,I,TIM LEE,281,14,175,10,0,82
Cobb,Post Oak 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,138,3,127,3,0,5
Cobb,Pope 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,157,15,123,15,0,4
Cobb,Palmer 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,2,67,9,0,6
Cobb,Powder Springs 1A,COMMISSION CHAIRMAN - R,,I,TIM LEE,82,2,64,7,0,9
Cobb,Powder Springs 2A,COMMISSION CHAIRMAN - R,,I,TIM LEE,35,1,32,0,0,2
Cobb,Powder Springs 3A,COMMISSION CHAIRMAN - R,,I,TIM LEE,49,9,29,4,0,7
Cobb,Pitner 01,COMMISSION CHAIRMAN - R,,I,TIM LEE,84,7,68,4,0,5
