county,precinct,office,district,candidate,party,votes,absentee_by_mail,election_day,advance_in_person,provisional
Elbert,Goshen,U.S. Senate,,Chase Oliver,Lib,9,2,6,1,0
Elbert,Webbsboro,U.S. Senate,,Chase Oliver,Lib,3,0,2,1,0
Elbert,Centerville,U.S. Senate,,Chase Oliver,Lib,8,0,7,1,0
Elbert,Elberton,Governor,,Brian Kemp,Rep,1113,62,318,733,0
Elbert,Longstreet,Governor,,Brian Kemp,Rep,345,11,168,165,1
Elbert,Eliam,Governor,,Brian Kemp,Rep,419,20,214,184,1
Elbert,Petersburg,Governor,,Brian Kemp,Rep,233,4,152,77,0
Elbert,Wyche,Governor,,Brian Kemp,Rep,558,24,219,314,1
Elbert,Moss-Ruckersville,Governor,,Brian Kemp,Rep,215,10,100,105,0
Elbert,Pike,Governor,,Brian Kemp,Rep,629,20,320,287,2
Elbert,Gaines,Governor,,Brian Kemp,Rep,354,8,248,98,0
Elbert,Goshen,Governor,,Brian Kemp,Rep,819,15,511,292,1
Elbert,Webbsboro,Governor,,Brian Kemp,Rep,203,2,108,93,0
Elbert,Centerville,Governor,,Brian Kemp,Rep,481,16,262,202,1
Elbert,Elberton,Governor,,Stacey Abrams,Dem,824,86,265,473,0
Elbert,Longstreet,Governor,,Stacey Abrams,Dem,87,9,27,50,1
Elbert,Eliam,Governor,,Stacey Abrams,Dem,73,9,24,38,2
Elbert,Petersburg,Governor,,Stacey Abrams,Dem,34,2,19,13,0
Elbert,Wyche,Governor,,Stacey Abrams,Dem,167,11,56,100,0
Elbert,Moss-Ruckersville,Governor,,Stacey Abrams,Dem,82,16,27,39,0
Elbert,Pike,Governor,,Stacey Abrams,Dem,299,56,60,180,3
Elbert,Gaines,Governor,,Stacey Abrams,Dem,43,3,18,22,0
Elbert,Goshen,Governor,,Stacey Abrams,Dem,157,19,73,65,0
Elbert,Webbsboro,Governor,,Stacey Abrams,Dem,64,2,35,27,0
Elbert,Centerville,Governor,,Stacey Abrams,Dem,86,8,40,37,1
Elbert,Elberton,Governor,,Shane Hazel,Lib,16,0,6,10,0
Elbert,Longstreet,Governor,,Shane Hazel,Lib,2,0,1,1,0
Elbert,Eliam,Governor,,Shane Hazel,Lib,4,0,4,0,0
Elbert,Petersburg,Governor,,Shane Hazel,Lib,0,0,0,0,0
Elbert,Wyche,Governor,,Shane Hazel,Lib,2,0,2,0,0
Elbert,Moss-Ruckersville,Governor,,Shane Hazel,Lib,1,0,1,0,0
Elbert,Pike,Governor,,Shane Hazel,Lib,3,0,2,1,0
Elbert,Gaines,Governor,,Shane Hazel,Lib,2,0,2,0,0
Elbert,Goshen,Governor,,Shane Hazel,Lib,4,1,3,0,0
Elbert,Webbsboro,Governor,,Shane Hazel,Lib,1,0,1,0,0
Elbert,Centerville,Governor,,Shane Hazel,Lib,4,0,4,0,0
Elbert,Elberton,Lieutenant Governor,,Burt Jones,Rep,1071,53,310,708,0
Elbert,Longstreet,Lieutenant Governor,,Burt Jones,Rep,336,11,166,158,1
Elbert,Eliam,Lieutenant Governor,,Burt Jones,Rep,414,20,211,182,1
Elbert,Petersburg,Lieutenant Governor,,Burt Jones,Rep,226,3,151,72,0
Elbert,Wyche,Lieutenant Governor,,Burt Jones,Rep,544,22,213,308,1
Elbert,Moss-Ruckersville,Lieutenant Governor,,Burt Jones,Rep,212,10,99,103,0
Elbert,Pike,Lieutenant Governor,,Burt Jones,Rep,611,17,307,285,2
Elbert,Gaines,Lieutenant Governor,,Burt Jones,Rep,342,8,239,95,0
Elbert,Goshen,Lieutenant Governor,,Burt Jones,Rep,801,13,502,285,1
Elbert,Webbsboro,Lieutenant Governor,,Burt Jones,Rep,197,2,105,90,0
Elbert,Centerville,Lieutenant Governor,,Burt Jones,Rep,472,14,264,194,0
Elbert,Elberton,Lieutenant Governor,,Charlie Bailey,Dem,828,91,261,476,0
Elbert,Longstreet,Lieutenant Governor,,Charlie Bailey,Dem,92,9,29,53,1
Elbert,Eliam,Lieutenant Governor,,Charlie Bailey,Dem,79,9,28,40,2
Elbert,Petersburg,Lieutenant Governor,,Charlie Bailey,Dem,35,3,18,14,0
Elbert,Wyche,Lieutenant Governor,,Charlie Bailey,Dem,174,14,59,101,0
Elbert,Moss-Ruckersville,Lieutenant Governor,,Charlie Bailey,Dem,80,16,27,37,0
Elbert,Pike,Lieutenant Governor,,Charlie Bailey,Dem,298,56,64,175,3
Elbert,Gaines,Lieutenant Governor,,Charlie Bailey,Dem,46,3,20,23,0
Elbert,Goshen,Lieutenant Governor,,Charlie Bailey,Dem,153,20,69,64,0
Elbert,Webbsboro,Lieutenant Governor,,Charlie Bailey,Dem,64,2,33,29,0
Elbert,Centerville,Lieutenant Governor,,Charlie Bailey,Dem,84,10,38,34,2
Elbert,Elberton,Lieutenant Governor,,Ryan Graham,Lib,28,2,9,17,0
Elbert,Longstreet,Lieutenant Governor,,Ryan Graham,Lib,6,0,2,4,0
Elbert,Eliam,Lieutenant Governor,,Ryan Graham,Lib,3,0,3,0,0
Elbert,Petersburg,Lieutenant Governor,,Ryan Graham,Lib,3,0,1,2,0
Elbert,Wyche,Lieutenant Governor,,Ryan Graham,Lib,7,0,2,5,0
Elbert,Moss-Ruckersville,Lieutenant Governor,,Ryan Graham,Lib,3,0,1,2,0
Elbert,Pike,Lieutenant Governor,,Ryan Graham,Lib,10,0,7,3,0
Elbert,Gaines,Lieutenant Governor,,Ryan Graham,Lib,4,0,3,1,0
Elbert,Goshen,Lieutenant Governor,,Ryan Graham,Lib,9,1,6,2,0
Elbert,Webbsboro,Lieutenant Governor,,Ryan Graham,Lib,5,0,5,0,0
Elbert,Centerville,Lieutenant Governor,,Ryan Graham,Lib,8,0,5,3,0
Elbert,Elberton,Secretary of State,,Brad Raffensperger,Rep,1098,59,313,726,0
Elbert,Longstreet,Secretary of State,,Brad Raffensperger,Rep,335,11,161,162,1
Elbert,Eliam,Secretary of State,,Brad Raffensperger,Rep,415,22,209,183,1
Elbert,Petersburg,Secretary of State,,Brad Raffensperger,Rep,224,4,146,74,0
Elbert,Wyche,Secretary of State,,Brad Raffensperger,Rep,552,27,210,314,1
Elbert,Moss-Ruckersville,Secretary of State,,Brad Raffensperger,Rep,209,11,96,102,0
Elbert,Pike,Secretary of State,,Brad Raffensperger,Rep,621,18,305,296,2
Elbert,Gaines,Secretary of State,,Brad Raffensperger,Rep,345,10,243,92,0
Elbert,Goshen,Secretary of State,,Brad Raffensperger,Rep,782,16,480,285,1
Elbert,Webbsboro,Secretary of State,,Brad Raffensperger,Rep,193,2,104,87,0
Elbert,Centerville,Secretary of State,,Brad Raffensperger,Rep,463,18,255,190,0
Elbert,Elberton,Secretary of State,,Bee Nguyen,Dem,777,85,253,439,0
Elbert,Longstreet,Secretary of State,,Bee Nguyen,Dem,85,7,27,50,1
Elbert,Eliam,Secretary of State,,Bee Nguyen,Dem,70,7,26,35,2
Elbert,Petersburg,Secretary of State,,Bee Nguyen,Dem,31,2,18,11,0
Elbert,Wyche,Secretary of State,,Bee Nguyen,Dem,149,9,53,87,0
Elbert,Moss-Ruckersville,Secretary of State,,Bee Nguyen,Dem,77,15,28,34,0
Elbert,Pike,Secretary of State,,Bee Nguyen,Dem,276,57,56,160,3
Elbert,Gaines,Secretary of State,,Bee Nguyen,Dem,45,1,21,23,0
Elbert,Goshen,Secretary of State,,Bee Nguyen,Dem,145,17,68,60,0
Elbert,Webbsboro,Secretary of State,,Bee Nguyen,Dem,58,2,32,24,0
Elbert,Centerville,Secretary of State,,Bee Nguyen,Dem,80,5,36,37,2
Elbert,Elberton,Secretary of State,,Ted Metz,Lib,53,2,14,37,0
Elbert,Longstreet,Secretary of State,,Ted Metz,Lib,12,1,8,3,0
Elbert,Eliam,Secretary of State,,Ted Metz,Lib,10,0,6,4,0
Elbert,Petersburg,Secretary of State,,Ted Metz,Lib,7,0,3,4,0
Elbert,Wyche,Secretary of State,,Ted Metz,Lib,20,0,9,11,0
Elbert,Moss-Ruckersville,Secretary of State,,Ted Metz,Lib,7,0,2,5,0
Elbert,Pike,Secretary of State,,Ted Metz,Lib,25,0,17,8,0
Elbert,Gaines,Secretary of State,,Ted Metz,Lib,5,0,1,4,0
Elbert,Goshen,Secretary of State,,Ted Metz,Lib,33,1,26,6,0
Elbert,Webbsboro,Secretary of State,,Ted Metz,Lib,13,0,6,7,0
Elbert,Centerville,Secretary of State,,Ted Metz,Lib,19,0,13,6,0
Elbert,Elberton,Attorney General,,Chris Carr,Rep,1080,51,308,721,0
Elbert,Longstreet,Attorney General,,Chris Carr,Rep,335,11,165,158,1
Elbert,Eliam,Attorney General,,Chris Carr,Rep,408,19,206,182,1
Elbert,Petersburg,Attorney General,,Chris Carr,Rep,229,3,151,75,0
Elbert,Wyche,Attorney General,,Chris Carr,Rep,556,24,216,315,1
Elbert,Moss-Ruckersville,Attorney General,,Chris Carr,Rep,215,9,100,106,0
Elbert,Pike,Attorney General,,Chris Carr,Rep,619,18,309,290,2
Elbert,Gaines,Attorney General,,Chris Carr,Rep,340,7,240,93,0
Elbert,Goshen,Attorney General,,Chris Carr,Rep,797,14,497,285,1
Elbert,Webbsboro,Attorney General,,Chris Carr,Rep,199,2,106,91,0
Elbert,Centerville,Attorney General,,Chris Carr,Rep,475,14,264,197,0
Elbert,Elberton,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,832,93,267,472,0
Elbert,Longstreet,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,90,8,29,52,1
Elbert,Eliam,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,81,9,30,40,2
Elbert,Petersburg,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,37,3,18,16,0
Elbert,Wyche,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,164,12,55,97,0
Elbert,Moss-Ruckersville,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,80,17,26,37,0
Elbert,Pike,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,296,57,67,169,3
Elbert,Gaines,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,49,4,21,24,0
Elbert,Goshen,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,160,21,74,65,0
Elbert,Webbsboro,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,65,2,35,28,0
Elbert,Centerville,Attorney General,,"Jennifer """"Jen"""" Jordan",Dem,86,10,36,38,2
Elbert,Elberton,Attorney General,,Martin Cowen,Lib,27,2,10,15,0
Elbert,Longstreet,Attorney General,,Martin Cowen,Lib,5,1,3,1,0
Elbert,Eliam,Attorney General,,Martin Cowen,Lib,5,1,4,0,0
Elbert,Petersburg,Attorney General,,Martin Cowen,Lib,1,0,1,0,0
Elbert,Wyche,Attorney General,,Martin Cowen,Lib,7,0,4,3,0
Elbert,Moss-Ruckersville,Attorney General,,Martin Cowen,Lib,2,0,1,1,0
Elbert,Pike,Attorney General,,Martin Cowen,Lib,8,0,3,5,0
Elbert,Gaines,Attorney General,,Martin Cowen,Lib,4,0,2,2,0
Elbert,Goshen,Attorney General,,Martin Cowen,Lib,9,0,6,3,0
Elbert,Webbsboro,Attorney General,,Martin Cowen,Lib,3,0,3,0,0
Elbert,Centerville,Attorney General,,Martin Cowen,Lib,8,0,7,1,0
Elbert,Elberton,Commissioner of Agriculture,,Tyler Harper,Rep,1094,52,309,733,0
Elbert,Longstreet,Commissioner of Agriculture,,Tyler Harper,Rep,341,11,168,161,1
Elbert,Eliam,Commissioner of Agriculture,,Tyler Harper,Rep,416,20,211,184,1
Elbert,Petersburg,Commissioner of Agriculture,,Tyler Harper,Rep,229,3,150,76,0
Elbert,Wyche,Commissioner of Agriculture,,Tyler Harper,Rep,560,27,218,314,1
Elbert,Moss-Ruckersville,Commissioner of Agriculture,,Tyler Harper,Rep,216,10,99,107,0
Elbert,Pike,Commissioner of Agriculture,,Tyler Harper,Rep,618,17,310,289,2
Elbert,Gaines,Commissioner of Agriculture,,Tyler Harper,Rep,342,8,239,95,0
Elbert,Goshen,Commissioner of Agriculture,,Tyler Harper,Rep,804,14,503,286,1
Elbert,Webbsboro,Commissioner of Agriculture,,Tyler Harper,Rep,204,2,110,92,0
Elbert,Centerville,Commissioner of Agriculture,,Tyler Harper,Rep,477,15,266,196,0
Elbert,Elberton,Commissioner of Agriculture,,Nakita Hemingway,Dem,811,90,260,461,0
Elbert,Longstreet,Commissioner of Agriculture,,Nakita Hemingway,Dem,87,9,25,52,1
Elbert,Eliam,Commissioner of Agriculture,,Nakita Hemingway,Dem,73,9,24,38,2
Elbert,Petersburg,Commissioner of Agriculture,,Nakita Hemingway,Dem,36,3,18,15,0
Elbert,Wyche,Commissioner of Agriculture,,Nakita Hemingway,Dem,159,9,54,96,0
Elbert,Moss-Ruckersville,Commissioner of Agriculture,,Nakita Hemingway,Dem,75,15,25,35,0
Elbert,Pike,Commissioner of Agriculture,,Nakita Hemingway,Dem,292,57,62,170,3
Elbert,Gaines,Commissioner of Agriculture,,Nakita Hemingway,Dem,45,2,20,23,0
Elbert,Goshen,Commissioner of Agriculture,,Nakita Hemingway,Dem,153,20,71,62,0
Elbert,Webbsboro,Commissioner of Agriculture,,Nakita Hemingway,Dem,59,2,32,25,0
Elbert,Centerville,Commissioner of Agriculture,,Nakita Hemingway,Dem,82,9,35,36,2
Elbert,Elberton,Commissioner of Agriculture,,David Raudabaugh,Lib,29,2,14,13,0
Elbert,Longstreet,Commissioner of Agriculture,,David Raudabaugh,Lib,4,0,4,0,0
Elbert,Eliam,Commissioner of Agriculture,,David Raudabaugh,Lib,5,0,5,0,0
Elbert,Petersburg,Commissioner of Agriculture,,David Raudabaugh,Lib,3,0,2,1,0
Elbert,Wyche,Commissioner of Agriculture,,David Raudabaugh,Lib,7,0,3,4,0
Elbert,Moss-Ruckersville,Commissioner of Agriculture,,David Raudabaugh,Lib,4,1,2,1,0
Elbert,Pike,Commissioner of Agriculture,,David Raudabaugh,Lib,12,0,7,5,0
Elbert,Gaines,Commissioner of Agriculture,,David Raudabaugh,Lib,6,1,4,1,0
Elbert,Goshen,Commissioner of Agriculture,,David Raudabaugh,Lib,11,1,5,5,0
Elbert,Webbsboro,Commissioner of Agriculture,,David Raudabaugh,Lib,3,0,2,1,0
Elbert,Centerville,Commissioner of Agriculture,,David Raudabaugh,Lib,9,0,6,3,0
Elbert,Elberton,Commissioner of Insurance,,John King,Rep,1102,58,311,733,0
Elbert,Longstreet,Commissioner of Insurance,,John King,Rep,342,11,169,161,1
Elbert,Eliam,Commissioner of Insurance,,John King,Rep,419,20,215,183,1
Elbert,Petersburg,Commissioner of Insurance,,John King,Rep,231,4,150,77,0
Elbert,Wyche,Commissioner of Insurance,,John King,Rep,561,24,219,317,1
Elbert,Moss-Ruckersville,Commissioner of Insurance,,John King,Rep,218,10,99,109,0
Elbert,Pike,Commissioner of Insurance,,John King,Rep,621,18,313,288,2
Elbert,Gaines,Commissioner of Insurance,,John King,Rep,341,7,241,93,0
Elbert,Goshen,Commissioner of Insurance,,John King,Rep,801,14,500,286,1
Elbert,Webbsboro,Commissioner of Insurance,,John King,Rep,201,2,110,89,0
Elbert,Centerville,Commissioner of Insurance,,John King,Rep,478,15,265,198,0
Elbert,Elberton,Commissioner of Insurance,,Janice Laws Robinson,Dem,827,87,271,469,0
Elbert,Longstreet,Commissioner of Insurance,,Janice Laws Robinson,Dem,88,8,27,52,1
Elbert,Eliam,Commissioner of Insurance,,Janice Laws Robinson,Dem,75,9,26,38,2
Elbert,Petersburg,Commissioner of Insurance,,Janice Laws Robinson,Dem,34,2,19,13,0
Elbert,Wyche,Commissioner of Insurance,,Janice Laws Robinson,Dem,165,12,56,97,0
Elbert,Moss-Ruckersville,Commissioner of Insurance,,Janice Laws Robinson,Dem,78,16,27,35,0
Elbert,Pike,Commissioner of Insurance,,Janice Laws Robinson,Dem,302,56,65,178,3
Elbert,Gaines,Commissioner of Insurance,,Janice Laws Robinson,Dem,52,4,22,26,0
Elbert,Goshen,Commissioner of Insurance,,Janice Laws Robinson,Dem,161,20,75,66,0
Elbert,Webbsboro,Commissioner of Insurance,,Janice Laws Robinson,Dem,63,2,33,28,0
Elbert,Centerville,Commissioner of Insurance,,Janice Laws Robinson,Dem,90,9,42,37,2
Elbert,Elberton,Commissioner of Labor,,Bruce Thompson,Rep,1073,53,304,716,0
Elbert,Longstreet,Commissioner of Labor,,Bruce Thompson,Rep,332,11,161,159,1
Elbert,Eliam,Commissioner of Labor,,Bruce Thompson,Rep,409,20,204,184,1
Elbert,Petersburg,Commissioner of Labor,,Bruce Thompson,Rep,228,3,150,75,0
Elbert,Wyche,Commissioner of Labor,,Bruce Thompson,Rep,552,22,217,312,1
Elbert,Moss-Ruckersville,Commissioner of Labor,,Bruce Thompson,Rep,211,9,96,106,0
Elbert,Pike,Commissioner of Labor,,Bruce Thompson,Rep,614,18,308,286,2
Elbert,Gaines,Commissioner of Labor,,Bruce Thompson,Rep,341,8,240,93,0
Elbert,Goshen,Commissioner of Labor,,Bruce Thompson,Rep,801,13,501,286,1
Elbert,Webbsboro,Commissioner of Labor,,Bruce Thompson,Rep,198,2,105,91,0
Elbert,Centerville,Commissioner of Labor,,Bruce Thompson,Rep,471,15,262,194,0
Elbert,Elberton,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,820,92,259,469,0
Elbert,Longstreet,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,93,9,30,53,1
Elbert,Eliam,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,76,9,27,38,2
Elbert,Petersburg,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,34,3,18,13,0
Elbert,Wyche,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,161,14,52,95,0
Elbert,Moss-Ruckersville,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,81,16,28,37,0
Elbert,Pike,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,295,55,64,173,3
Elbert,Gaines,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,43,2,19,22,0
Elbert,Goshen,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,157,21,72,64,0
Elbert,Webbsboro,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,61,2,33,26,0
Elbert,Centerville,Commissioner of Labor,,"William """"Will"""" Boddie, Jr",Dem,83,9,36,36,2
Elbert,Elberton,Commissioner of Labor,,Emily Anderson,Lib,35,0,16,19,0
Elbert,Longstreet,Commissioner of Labor,,Emily Anderson,Lib,5,0,5,0,0
Elbert,Eliam,Commissioner of Labor,,Emily Anderson,Lib,6,0,6,0,0
Elbert,Petersburg,Commissioner of Labor,,Emily Anderson,Lib,3,0,1,2,0
Elbert,Wyche,Commissioner of Labor,,Emily Anderson,Lib,7,0,3,4,0
Elbert,Moss-Ruckersville,Commissioner of Labor,,Emily Anderson,Lib,4,1,2,1,0
Elbert,Pike,Commissioner of Labor,,Emily Anderson,Lib,12,0,6,6,0
Elbert,Gaines,Commissioner of Labor,,Emily Anderson,Lib,9,1,5,3,0
Elbert,Goshen,Commissioner of Labor,,Emily Anderson,Lib,10,1,6,3,0
Elbert,Webbsboro,Commissioner of Labor,,Emily Anderson,Lib,6,0,6,0,0
Elbert,Centerville,Commissioner of Labor,,Emily Anderson,Lib,12,0,7,5,0
Elbert,Elberton,U.S. House,,Mike Collins,Rep,1096,50,316,730,0
Elbert,Longstreet,U.S. House,,Mike Collins,Rep,338,9,169,159,1
Elbert,Eliam,U.S. House,,Mike Collins,Rep,418,20,213,184,1
Elbert,Petersburg,U.S. House,,Mike Collins,Rep,229,3,151,75,0
Elbert,Wyche,U.S. House,,Mike Collins,Rep,554,22,220,311,1
Elbert,Moss-Ruckersville,U.S. House,,Mike Collins,Rep,217,10,100,107,0
Elbert,Pike,U.S. House,,Mike Collins,Rep,625,18,315,290,2
Elbert,Gaines,U.S. House,,Mike Collins,Rep,348,8,245,95,0
Elbert,Goshen,U.S. House,,Mike Collins,Rep,816,15,507,293,1
Elbert,Webbsboro,U.S. House,,Mike Collins,Rep,201,2,108,91,0
Elbert,Centerville,U.S. House,,Mike Collins,Rep,479,14,266,199,0
Elbert,Elberton,U.S. House,,Tabitha Johnson-Green,Dem,832,93,265,474,0
Elbert,Longstreet,U.S. House,,Tabitha Johnson-Green,Dem,89,8,28,52,1
Elbert,Eliam,U.S. House,,Tabitha Johnson-Green,Dem,75,9,26,38,2
Elbert,Petersburg,U.S. House,,Tabitha Johnson-Green,Dem,35,3,17,15,0
Elbert,Wyche,U.S. House,,Tabitha Johnson-Green,Dem,170,14,56,100,0
Elbert,Moss-Ruckersville,U.S. House,,Tabitha Johnson-Green,Dem,78,16,26,36,0
Elbert,Pike,U.S. House,,Tabitha Johnson-Green,Dem,294,52,63,176,3
Elbert,Gaines,U.S. House,,Tabitha Johnson-Green,Dem,48,2,22,24,0
Elbert,Goshen,U.S. House,,Tabitha Johnson-Green,Dem,153,19,72,62,0
Elbert,Webbsboro,U.S. House,,Tabitha Johnson-Green,Dem,65,2,35,28,0
Elbert,Centerville,U.S. House,,Tabitha Johnson-Green,Dem,88,9,40,37,2
Elbert,Elberton,State Senate,,Lee Anderson,Rep,1486,92,450,944,0
Elbert,Longstreet,State Senate,,Lee Anderson,Rep,378,10,179,188,1
Elbert,Eliam,State Senate,,Lee Anderson,Rep,452,23,229,197,3
Elbert,Petersburg,State Senate,,Lee Anderson,Rep,248,4,157,87,0
Elbert,Wyche,State Senate,,Lee Anderson,Rep,624,31,243,349,1
Elbert,Moss-Ruckersville,State Senate,,Lee Anderson,Rep,247,16,110,121,0
Elbert,Pike,State Senate,,Lee Anderson,Rep,754,36,349,367,2
Elbert,Gaines,State Senate,,Lee Anderson,Rep,362,10,250,102,0
Elbert,Goshen,State Senate,,Lee Anderson,Rep,873,19,537,316,1
Elbert,Webbsboro,State Senate,,Lee Anderson,Rep,240,2,131,107,0
Elbert,Centerville,State Senate,,Lee Anderson,Rep,519,17,284,217,1
Glascock,Edgehill,U.S. Senate,,Herschel Junior Walker,Rep,89,2,59,28,0
Glascock,Gibson,U.S. Senate,,Herschel Junior Walker,Rep,357,16,120,221,0
Glascock,Mill,U.S. Senate,,Herschel Junior Walker,Rep,434,18,190,226,0
Glascock,Mitchell,U.S. Senate,,Herschel Junior Walker,Rep,291,10,171,110,0
Glascock,Edgehill,U.S. Senate,,Raphael Warnock,Dem,11,2,4,5,0
Glascock,Gibson,U.S. Senate,,Raphael Warnock,Dem,43,4,18,21,0
Glascock,Mill,U.S. Senate,,Raphael Warnock,Dem,27,1,7,19,0
Glascock,Mitchell,U.S. Senate,,Raphael Warnock,Dem,32,3,25,4,0
Glascock,Edgehill,U.S. Senate,,Chase Oliver,Lib,0,0,0,0,0
Glascock,Gibson,U.S. Senate,,Chase Oliver,Lib,4,0,1,3,0
Glascock,Mill,U.S. Senate,,Chase Oliver,Lib,5,0,0,5,0
Glascock,Mitchell,U.S. Senate,,Chase Oliver,Lib,2,0,0,2,0
Glascock,Edgehill,Governor,,Brian Kemp,Rep,94,4,62,28,0
Glascock,Gibson,Governor,,Brian Kemp,Rep,365,17,123,225,0
Glascock,Mill,Governor,,Brian Kemp,Rep,449,18,193,238,0
Glascock,Mitchell,Governor,,Brian Kemp,Rep,303,12,178,113,0
Glascock,Edgehill,Governor,,Stacey Abrams,Dem,7,0,2,5,0
Glascock,Gibson,Governor,,Stacey Abrams,Dem,37,3,15,19,0
Glascock,Mill,Governor,,Stacey Abrams,Dem,20,1,5,14,0
Glascock,Mitchell,Governor,,Stacey Abrams,Dem,25,1,21,3,0
Glascock,Edgehill,Governor,,Shane Hazel,Lib,0,0,0,0,0
Glascock,Gibson,Governor,,Shane Hazel,Lib,4,0,1,3,0
Glascock,Mill,Governor,,Shane Hazel,Lib,1,0,1,0,0
Glascock,Mitchell,Governor,,Shane Hazel,Lib,0,0,0,0,0
Glascock,Edgehill,Lieutenant Governor,,Burt Jones,Rep,90,2,61,27,0
Glascock,Gibson,Lieutenant Governor,,Burt Jones,Rep,356,16,118,222,0
Glascock,Mill,Lieutenant Governor,,Burt Jones,Rep,435,18,189,228,0
Glascock,Mitchell,Lieutenant Governor,,Burt Jones,Rep,295,11,175,109,0
Glascock,Edgehill,Lieutenant Governor,,Charlie Bailey,Dem,10,2,3,5,0
Glascock,Gibson,Lieutenant Governor,,Charlie Bailey,Dem,36,4,15,17,0
Glascock,Mill,Lieutenant Governor,,Charlie Bailey,Dem,27,1,9,17,0
Glascock,Mitchell,Lieutenant Governor,,Charlie Bailey,Dem,25,2,19,4,0
Glascock,Edgehill,Lieutenant Governor,,Ryan Graham,Lib,1,0,0,1,0
Glascock,Gibson,Lieutenant Governor,,Ryan Graham,Lib,4,0,2,2,0
Glascock,Mill,Lieutenant Governor,,Ryan Graham,Lib,3,0,1,2,0
Glascock,Mitchell,Lieutenant Governor,,Ryan Graham,Lib,4,0,2,2,0
Glascock,Edgehill,Secretary of State,,Brad Raffensperger,Rep,88,2,60,26,0
