country,office,district,party,candidate,votes
BAKER,State Senate,12,Republican,JOE THOMAS,3
CALHOUN,State Senate,12,Republican,JOE THOMAS,66
CLAY,State Senate,12,Republican,JOE THOMAS,40
DOUGHERTY,State Senate,12,Republican,JOE THOMAS,1471
MITCHELL,State Senate,12,Republican,JOE THOMAS,348
QUITMAN,State Senate,12,Republican,JOE THOMAS,8
RANDOLPH,State Senate,12,Republican,JOE THOMAS,44
TERRELL,State Senate,12,Republican,JOE THOMAS,267
BEN HILL,State Senate,13,Democrat,HOWARD RAINEY,3049
CRISP,State Senate,13,Democrat,HOWARD RAINEY,873
IRWIN,State Senate,13,Democrat,HOWARD RAINEY,1184
LEE,State Senate,13,Democrat,HOWARD RAINEY,590
TIFT,State Senate,13,Democrat,HOWARD RAINEY,1291
TURNER,State Senate,13,Democrat,HOWARD RAINEY,1185
WILCOX,State Senate,13,Democrat,HOWARD RAINEY,79
WORTH,State Senate,13,Democrat,HOWARD RAINEY,1926
BEN HILL,State Senate,13,Republican,CARDEN SUMMERS,92
BEN HILL,State Senate,13,Republican,JOSEPH CARTER,127
CRISP,State Senate,13,Republican,CARDEN SUMMERS,836
CRISP,State Senate,13,Republican,JOSEPH CARTER,643
IRWIN,State Senate,13,Republican,CARDEN SUMMERS,189
IRWIN,State Senate,13,Republican,JOSEPH CARTER,187
LEE,State Senate,13,Republican,CARDEN SUMMERS,1603
LEE,State Senate,13,Republican,JOSEPH CARTER,1464
TIFT,State Senate,13,Republican,CARDEN SUMMERS,863
TIFT,State Senate,13,Republican,JOSEPH CARTER,2963
TURNER,State Senate,13,Republican,CARDEN SUMMERS,136
TURNER,State Senate,13,Republican,JOSEPH CARTER,142
WILCOX,State Senate,13,Republican,CARDEN SUMMERS,43
WILCOX,State Senate,13,Republican,JOSEPH CARTER,46
WORTH,State Senate,13,Republican,CARDEN SUMMERS,451
WORTH,State Senate,13,Republican,JOSEPH CARTER,481
CRAWFORD,State Senate,14,Democrat,GEORGE HOOKS,229
DOOLY,State Senate,14,Democrat,GEORGE HOOKS,1133
MACON,State Senate,14,Democrat,GEORGE HOOKS,1979
MARION,State Senate,14,Democrat,GEORGE HOOKS,1358
PEACH,State Senate,14,Democrat,GEORGE HOOKS,2462
SCHLEY,State Senate,14,Democrat,GEORGE HOOKS,653
STEWART,State Senate,14,Democrat,GEORGE HOOKS,872
SUMTER,State Senate,14,Democrat,GEORGE HOOKS,4108
TALBOT,State Senate,14,Democrat,GEORGE HOOKS,1035
TAYLOR,State Senate,14,Democrat,GEORGE HOOKS,1957
UPSON,State Senate,14,Democrat,GEORGE HOOKS,1888
WEBSTER,State Senate,14,Democrat,GEORGE HOOKS,539
CHATTAHOOCHEE,State Senate,15,Democrat,ED HARBISON,574
MUSCOGEE,State Senate,15,Democrat,ED HARBISON,10094
FAYETTE,State Senate,16,Republican,BILL BONNER,4072
FAYETTE,State Senate,16,Republican,RICHARD MORROW,1816
FAYETTE,State Senate,16,Republican,RONNIE CHANCE,4539
LAMAR,State Senate,16,Republican,BILL BONNER,316
LAMAR,State Senate,16,Republican,RICHARD MORROW,360
LAMAR,State Senate,16,Republican,RONNIE CHANCE,212
MONROE,State Senate,16,Republican,BILL BONNER,211
MONROE,State Senate,16,Republican,RICHARD MORROW,168
MONROE,State Senate,16,Republican,RONNIE CHANCE,106
PIKE,State Senate,16,Republican,BILL BONNER,938
PIKE,State Senate,16,Republican,RICHARD MORROW,949
PIKE,State Senate,16,Republican,RONNIE CHANCE,1069
SPALDING,State Senate,16,Republican,BILL BONNER,1319
SPALDING,State Senate,16,Republican,RICHARD MORROW,2736
SPALDING,State Senate,16,Republican,RONNIE CHANCE,920
HENRY,State Senate,17,Republican,HUBERT TOWNLEY,384
HENRY,State Senate,17,Republican,JIM RISHER,1722
HENRY,State Senate,17,Republican,JOHN DOUGLAS,1162
HENRY,State Senate,17,Republican,MARK JONES,1237
HENRY,State Senate,17,Republican,ROBBIE MOORE,2234
HENRY,State Senate,17,Republican,WILLIAM WATERS,979
NEWTON,State Senate,17,Republican,HUBERT TOWNLEY,796
NEWTON,State Senate,17,Republican,JIM RISHER,119
NEWTON,State Senate,17,Republican,JOHN DOUGLAS,2601
NEWTON,State Senate,17,Republican,MARK JONES,457
NEWTON,State Senate,17,Republican,ROBBIE MOORE,449
NEWTON,State Senate,17,Republican,WILLIAM WATERS,2379
ROCKDALE,State Senate,17,Republican,HUBERT TOWNLEY,154
ROCKDALE,State Senate,17,Republican,JIM RISHER,98
ROCKDALE,State Senate,17,Republican,JOHN DOUGLAS,463
ROCKDALE,State Senate,17,Republican,MARK JONES,469
ROCKDALE,State Senate,17,Republican,ROBBIE MOORE,253
ROCKDALE,State Senate,17,Republican,WILLIAM WATERS,405
SPALDING,State Senate,17,Republican,HUBERT TOWNLEY,45
SPALDING,State Senate,17,Republican,JIM RISHER,81
SPALDING,State Senate,17,Republican,JOHN DOUGLAS,90
SPALDING,State Senate,17,Republican,MARK JONES,105
SPALDING,State Senate,17,Republican,ROBBIE MOORE,156
SPALDING,State Senate,17,Republican,WILLIAM WATERS,95
WALTON,State Senate,17,Republican,HUBERT TOWNLEY,611
WALTON,State Senate,17,Republican,JIM RISHER,177
WALTON,State Senate,17,Republican,JOHN DOUGLAS,481
WALTON,State Senate,17,Republican,MARK JONES,530
WALTON,State Senate,17,Republican,ROBBIE MOORE,303
WALTON,State Senate,17,Republican,WILLIAM WATERS,601
BIBB,State Senate,18,Democrat,BEN TAYLOR,3091
CRAWFORD,State Senate,18,Democrat,BEN TAYLOR,745
HOUSTON,State Senate,18,Democrat,BEN TAYLOR,1618
JONES,State Senate,18,Democrat,BEN TAYLOR,1490
MONROE,State Senate,18,Democrat,BEN TAYLOR,357
BIBB,State Senate,18,Republican,CECIL STATON,2207
BIBB,State Senate,18,Republican,MARGARET NICHOLS,1911
CRAWFORD,State Senate,18,Republican,CECIL STATON,203
CRAWFORD,State Senate,18,Republican,MARGARET NICHOLS,212
HOUSTON,State Senate,18,Republican,CECIL STATON,2631
HOUSTON,State Senate,18,Republican,MARGARET NICHOLS,2095
JONES,State Senate,18,Republican,CECIL STATON,892
JONES,State Senate,18,Republican,MARGARET NICHOLS,900
MONROE,State Senate,18,Republican,CECIL STATON,840
MONROE,State Senate,18,Republican,MARGARET NICHOLS,713
APPLING,State Senate,19,Democrat,HUGH MCCULLOUGH,1067
JEFF DAVIS,State Senate,19,Democrat,HUGH MCCULLOUGH,1738
LIBERTY,State Senate,19,Democrat,HUGH MCCULLOUGH,1183
LONG,State Senate,19,Democrat,HUGH MCCULLOUGH,1759
MONTGOMERY,State Senate,19,Democrat,HUGH MCCULLOUGH,1118
TATTNALL,State Senate,19,Democrat,HUGH MCCULLOUGH,1511
TOOMBS,State Senate,19,Democrat,HUGH MCCULLOUGH,1042
WAYNE,State Senate,19,Democrat,HUGH MCCULLOUGH,3002
WHEELER,State Senate,19,Democrat,HUGH MCCULLOUGH,873
APPLING,State Senate,19,Republican,TOMMIE WILLIAMS,1458
JEFF DAVIS,State Senate,19,Republican,TOMMIE WILLIAMS,131
LIBERTY,State Senate,19,Republican,TOMMIE WILLIAMS,177
LONG,State Senate,19,Republican,TOMMIE WILLIAMS,24
MONTGOMERY,State Senate,19,Republican,TOMMIE WILLIAMS,134
TATTNALL,State Senate,19,Republican,TOMMIE WILLIAMS,191
TOOMBS,State Senate,19,Republican,TOMMIE WILLIAMS,1428
WAYNE,State Senate,19,Republican,TOMMIE WILLIAMS,711
WHEELER,State Senate,19,Republican,TOMMIE WILLIAMS,21
BLECKLEY,State Senate,20,Democrat,DAN KING,1274
DODGE,State Senate,20,Democrat,DAN KING,2736
HOUSTON,State Senate,20,Democrat,DAN KING,763
JOHNSON,State Senate,20,Democrat,DAN KING,1416
LAURENS,State Senate,20,Democrat,DAN KING,6673
PULASKI,State Senate,20,Democrat,DAN KING,1469
TELFAIR,State Senate,20,Democrat,DAN KING,1164
WILCOX,State Senate,20,Democrat,DAN KING,316
BLECKLEY,State Senate,20,Republican,ROSS TOLLESON,94
DODGE,State Senate,20,Republican,ROSS TOLLESON,45
HOUSTON,State Senate,20,Republican,ROSS TOLLESON,3291
JOHNSON,State Senate,20,Republican,ROSS TOLLESON,48
LAURENS,State Senate,20,Republican,ROSS TOLLESON,615
PULASKI,State Senate,20,Republican,ROSS TOLLESON,28
TELFAIR,State Senate,20,Republican,ROSS TOLLESON,95
WILCOX,State Senate,20,Republican,ROSS TOLLESON,302
CHEROKEE,State Senate,21,Republican,CHIP ROGERS,10210
CHEROKEE,State Senate,21,Republican,CRAIG DOWDY,1510
COBB,State Senate,21,Republican,CHIP ROGERS,5608
COBB,State Senate,21,Republican,CRAIG DOWDY,2115
RICHMOND,State Senate,22,Democrat,CHARLES WALKER,9094
RICHMOND,State Senate,22,Democrat,ED TARVER,6566
RICHMOND,State Senate,22,Republican,DON CHEEKS,5676
BURKE,State Senate,23,Democrat,J. B. POWELL,1325
EMANUEL,State Senate,23,Democrat,J. B. POWELL,512
JEFFERSON,State Senate,23,Democrat,J. B. POWELL,2108
JENKINS,State Senate,23,Democrat,J. B. POWELL,1112
RICHMOND,State Senate,23,Democrat,J. B. POWELL,2004
SCREVEN,State Senate,23,Democrat,J. B. POWELL,1058
WASHINGTON,State Senate,23,Democrat,J. B. POWELL,2808
WILKINSON,State Senate,23,Democrat,J. B. POWELL,295
BURKE,State Senate,23,Republican,RANDY HALL,1535
EMANUEL,State Senate,23,Republican,RANDY HALL,99
JEFFERSON,State Senate,23,Republican,RANDY HALL,122
JENKINS,State Senate,23,Republican,RANDY HALL,231
RICHMOND,State Senate,23,Republican,RANDY HALL,3126
SCREVEN,State Senate,23,Republican,RANDY HALL,838
WASHINGTON,State Senate,23,Republican,RANDY HALL,220
WILKINSON,State Senate,23,Republican,RANDY HALL,64
COLUMBIA,State Senate,24,Democrat,CHUCK PARDUE,2145
ELBERT,State Senate,24,Democrat,CHUCK PARDUE,2077
GLASCOCK,State Senate,24,Democrat,CHUCK PARDUE,378
LINCOLN,State Senate,24,Democrat,CHUCK PARDUE,1353
MCDUFFIE,State Senate,24,Democrat,CHUCK PARDUE,908
WARREN,State Senate,24,Democrat,CHUCK PARDUE,26
WILKES,State Senate,24,Democrat,CHUCK PARDUE,1715
COLUMBIA,State Senate,24,Republican,JIM WHITEHEAD,12412
COLUMBIA,State Senate,24,Republican,JOEY BRUSH,8074
ELBERT,State Senate,24,Republican,JIM WHITEHEAD,108
ELBERT,State Senate,24,Republican,JOEY BRUSH,148
GLASCOCK,State Senate,24,Republican,JIM WHITEHEAD,49
GLASCOCK,State Senate,24,Republican,JOEY BRUSH,54
LINCOLN,State Senate,24,Republican,JIM WHITEHEAD,179
LINCOLN,State Senate,24,Republican,JOEY BRUSH,217
MCDUFFIE,State Senate,24,Republican,JIM WHITEHEAD,1133
MCDUFFIE,State Senate,24,Republican,JOEY BRUSH,1324
WARREN,State Senate,24,Republican,JIM WHITEHEAD,0
WARREN,State Senate,24,Republican,JOEY BRUSH,3
WILKES,State Senate,24,Republican,JIM WHITEHEAD,91
WILKES,State Senate,24,Republican,JOEY BRUSH,164
BALDWIN,State Senate,25,Democrat,FAYE SMITH,4156
BUTTS,State Senate,25,Democrat,FAYE SMITH,1775
GREENE,State Senate,25,Democrat,FAYE SMITH,1038
HANCOCK,State Senate,25,Democrat,FAYE SMITH,2171
JASPER,State Senate,25,Democrat,FAYE SMITH,507
JONES,State Senate,25,Democrat,FAYE SMITH,455
MORGAN,State Senate,25,Democrat,FAYE SMITH,808
PUTNAM,State Senate,25,Democrat,FAYE SMITH,2027
TALIAFERRO,State Senate,25,Democrat,FAYE SMITH,559
WARREN,State Senate,25,Democrat,FAYE SMITH,1157
BALDWIN,State Senate,25,Republican,JOHN GRANT,1085
BUTTS,State Senate,25,Republican,JOHN GRANT,1278
GREENE,State Senate,25,Republican,JOHN GRANT,1079
HANCOCK,State Senate,25,Republican,JOHN GRANT,31
JASPER,State Senate,25,Republican,JOHN GRANT,1144
JONES,State Senate,25,Republican,JOHN GRANT,224
MORGAN,State Senate,25,Republican,JOHN GRANT,1886
PUTNAM,State Senate,25,Republican,JOHN GRANT,1360
TALIAFERRO,State Senate,25,Republican,JOHN GRANT,8
WARREN,State Senate,25,Republican,JOHN GRANT,62
BIBB,State Senate,26,Democrat,ROBERT BROWN,10467
HOUSTON,State Senate,26,Democrat,ROBERT BROWN,418
TWIGGS,State Senate,26,Democrat,ROBERT BROWN,1910
WILKINSON,State Senate,26,Democrat,ROBERT BROWN,1348
BIBB,State Senate,26,Republican,DALE WASHBURN,2644
BIBB,State Senate,26,Republican,GREG WILLIAMS,793
HOUSTON,State Senate,26,Republican,DALE WASHBURN,151
HOUSTON,State Senate,26,Republican,GREG WILLIAMS,127
TWIGGS,State Senate,26,Republican,DALE WASHBURN,71
TWIGGS,State Senate,26,Republican,GREG WILLIAMS,45
WILKINSON,State Senate,26,Republican,DALE WASHBURN,99
WILKINSON,State Senate,26,Republican,GREG WILLIAMS,50
CHEROKEE,State Senate,27,Republican,BILL STEPHENS,6016
CHEROKEE,State Senate,27,Republican,LAUREN MCDONALD,2172
FORSYTH,State Senate,27,Republican,BILL STEPHENS,8486
FORSYTH,State Senate,27,Republican,LAUREN MCDONALD,7634
CARROLL,State Senate,28,Republican,MITCH SEABAUGH,2879
CARROLL,State Senate,28,Republican,SUSAN EBERSBACH,1417
COWETA,State Senate,28,Republican,MITCH SEABAUGH,10972
COWETA,State Senate,28,Republican,SUSAN EBERSBACH,5044
HEARD,State Senate,28,Republican,MITCH SEABAUGH,211
HEARD,State Senate,28,Republican,SUSAN EBERSBACH,116
TROUP,State Senate,28,Republican,MITCH SEABAUGH,1190
TROUP,State Senate,28,Republican,SUSAN EBERSBACH,441
HARRIS,State Senate,29,Democrat,BOB TRAMMELL,841
MERIWETHER,State Senate,29,Democrat,BOB TRAMMELL,2460
MUSCOGEE,State Senate,29,Democrat,BOB TRAMMELL,2689
TROUP,State Senate,29,Democrat,BOB TRAMMELL,1082
HARRIS,State Senate,29,Republican,DAN LEE,1306
HARRIS,State Senate,29,Republican,JULIAN MACK,255
HARRIS,State Senate,29,Republican,SETH HARP,1944
MERIWETHER,State Senate,29,Republican,DAN LEE,290
MERIWETHER,State Senate,29,Republican,JULIAN MACK,113
MERIWETHER,State Senate,29,Republican,SETH HARP,194
MUSCOGEE,State Senate,29,Republican,DAN LEE,1696
MUSCOGEE,State Senate,29,Republican,JULIAN MACK,353
MUSCOGEE,State Senate,29,Republican,SETH HARP,4899
TROUP,State Senate,29,Republican,DAN LEE,2839
TROUP,State Senate,29,Republican,JULIAN MACK,496
TROUP,State Senate,29,Republican,SETH HARP,967
CARROLL,State Senate,30,Republican,BILL HAMRICK,4700
DOUGLAS,State Senate,30,Republican,BILL HAMRICK,5386
PAULDING,State Senate,30,Republican,BILL HAMRICK,4406
BARTOW,State Senate,31,Democrat,LESTER TATE,1036
HARALSON,State Senate,31,Democrat,LESTER TATE,1258
PAULDING,State Senate,31,Democrat,LESTER TATE,625
POLK,State Senate,31,Democrat,LESTER TATE,2748
BARTOW,State Senate,31,Republican,BILL HEATH,1107
BARTOW,State Senate,31,Republican,JAMES GARNER,1675
BARTOW,State Senate,31,Republican,MASON ROUNTREE,2715
HARALSON,State Senate,31,Republican,BILL HEATH,2150
HARALSON,State Senate,31,Republican,JAMES GARNER,1626
HARALSON,State Senate,31,Republican,MASON ROUNTREE,272
PAULDING,State Senate,31,Republican,BILL HEATH,1427
PAULDING,State Senate,31,Republican,JAMES GARNER,1253
PAULDING,State Senate,31,Republican,MASON ROUNTREE,3157
POLK,State Senate,31,Republican,BILL HEATH,533
POLK,State Senate,31,Republican,JAMES GARNER,492
POLK,State Senate,31,Republican,MASON ROUNTREE,398
COBB,State Senate,32,Democrat,AKHTAR SADIQ,2479
FULTON,State Senate,32,Democrat,AKHTAR SADIQ,968
COBB,State Senate,32,Republican,JUDSON HILL,4580
COBB,State Senate,32,Republican,MICHAEL SOLOMON,2509
COBB,State Senate,32,Republican,MITCHELL KAYE,7297
COBB,State Senate,32,Republican,TAIN KELL,3389
FULTON,State Senate,32,Republican,JUDSON HILL,1291
FULTON,State Senate,32,Republican,MICHAEL SOLOMON,463
FULTON,State Senate,32,Republican,MITCHELL KAYE,1397
FULTON,State Senate,32,Republican,TAIN KELL,784
COBB,State Senate,33,Democrat,STEVE THOMPSON,5851
COBB,State Senate,33,Republican,BILL SANDERS,7536
CLAYTON,State Senate,34,Democrat,VALENCIA SEAY,12677
FAYETTE,State Senate,34,Democrat,VALENCIA SEAY,2160
CLAYTON,State Senate,34,Republican,EDITH MULLIN,1521
FAYETTE,State Senate,34,Republican,EDITH MULLIN,4136
DOUGLAS,State Senate,35,Democrat,DONZELLA JAMES,844
DOUGLAS,State Senate,35,Democrat,KASIM REED,1338
FULTON,State Senate,35,Democrat,DONZELLA JAMES,5493
FULTON,State Senate,35,Democrat,KASIM REED,7706
FULTON,State Senate,36,Democrat,SAM ZAMARRIPA,10296
COBB,State Senate,37,Republican,JAMES RICE,876
COBB,State Senate,37,Republican,JIM SHURLING,2555
COBB,State Senate,37,Republican,JOHN WILES,5336
COBB,State Senate,37,Republican,LANCE COOPER,5854
COBB,State Senate,37,Republican,SHAWN DAVIS,3618
COBB,State Senate,37,Republican,WAYNE BROWN,604
FULTON,State Senate,38,Democrat,HORACENA TATE,14429
FULTON,State Senate,39,Democrat,VINCENT FORT,10762
DEKALB,State Senate,40,Democrat,CAMILLE KOKOZAKI,3999
DEKALB,State Senate,40,Democrat,RICK GARNITZ,4806
GWINNETT,State Senate,40,Democrat,CAMILLE KOKOZAKI,373
GWINNETT,State Senate,40,Democrat,RICK GARNITZ,291
DEKALB,State Senate,40,Republican,BART LADD,2970
DEKALB,State Senate,40,Republican,DAN WEBER,3435
DEKALB,State Senate,40,Republican,VERNADETTE BROYLES,1984
GWINNETT,State Senate,40,Republican,BART LADD,979
GWINNETT,State Senate,40,Republican,DAN WEBER,424
GWINNETT,State Senate,40,Republican,VERNADETTE BROYLES,1200
DEKALB,State Senate,41,Democrat,STEVE HENSON,9740
GWINNETT,State Senate,41,Democrat,STEVE HENSON,1122
