county,precinct,office,district,party,candidate,votes,advance_in_person_1,absentee_by_mail,election_day,provisional,advance_in_person_2
Fulton,03M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),16,0,0,16,0,0
Fulton,03N,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,03P1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),26,2,2,20,1,1
Fulton,03P2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,03R,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,03S,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,03T,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,03U,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,04A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),5,0,0,5,0,0
Fulton,04B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,04D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,04E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),8,1,0,7,0,0
Fulton,04G,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,04H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,04K,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,04L,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,04M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,04S,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,04T,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,04V,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,1,0,2,0,0
Fulton,04W,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,04X1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,04X2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,05A1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),37,1,0,36,0,0
Fulton,05B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,05C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,06A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),66,1,1,64,0,0
Fulton,06B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),59,0,1,56,0,2
Fulton,06D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),73,4,4,63,0,2
Fulton,06E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),44,2,2,40,0,0
Fulton,06F,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),67,4,1,62,0,0
Fulton,06G,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),48,1,3,44,0,0
Fulton,06H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),70,0,2,67,0,1
Fulton,06J,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),59,2,1,56,0,0
Fulton,06K,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,1,0,0,0,0
Fulton,06L1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),76,3,2,70,0,1
Fulton,06L2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,2,0,0,0,1
Fulton,06R,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),52,2,4,44,0,2
Fulton,06S,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),117,2,5,109,0,1
Fulton,07A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),372,3,17,334,0,18
Fulton,07B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),426,3,22,383,0,18
Fulton,07C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),253,4,41,203,0,5
Fulton,07D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),204,2,5,191,1,5
Fulton,07E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),104,0,6,97,0,1
Fulton,07F,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),195,1,8,178,2,6
Fulton,07H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),148,1,4,141,0,2
Fulton,07J,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),132,0,6,124,0,2
Fulton,07K1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),107,2,2,100,0,3
Fulton,07K2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,07M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),56,2,1,52,1,0
Fulton,07N,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),25,0,1,24,0,0
Fulton,08A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),322,2,15,290,0,15
Fulton,08B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),352,1,11,321,2,17
Fulton,08C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),244,1,32,197,0,14
Fulton,08D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),200,6,10,180,2,2
Fulton,08E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),365,11,19,315,0,20
Fulton,08F1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),355,12,34,298,0,11
Fulton,08G,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),141,6,7,121,0,7
Fulton,08H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),246,4,31,199,1,11
Fulton,08J,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),220,2,6,206,1,5
Fulton,08K,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),63,3,0,60,0,0
Fulton,08L,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),149,5,5,135,1,3
Fulton,08M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),200,1,17,171,0,11
Fulton,08N1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),16,2,10,0,0,4
Fulton,08N2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),244,2,5,236,0,1
Fulton,08P,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),44,1,0,42,0,1
Fulton,09A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),88,1,2,83,0,2
Fulton,09B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,09C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),5,1,0,4,0,0
Fulton,09D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,09E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,09F,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),248,3,8,224,1,12
Fulton,09G2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),95,2,1,92,0,0
Fulton,09K,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,09L,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,09M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),50,0,0,49,0,1
Fulton,10A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,10C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,1,0,0,0,0
Fulton,10D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,10E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,10F,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,10G,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,10H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,10J,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,10L,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),6,0,1,5,0,0
Fulton,10M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),6,0,0,6,0,0
Fulton,10P,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,1,2,0,0
Fulton,10R,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,11A1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,11A2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,2,0,2
Fulton,11B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),12,0,0,12,0,0
Fulton,11C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),8,0,0,6,0,2
Fulton,11E1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),5,0,0,5,0,0
Fulton,11E2,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),5,0,1,4,0,0
Fulton,11E3,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,11G,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,11H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,3,0,0
Fulton,11J,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,1,0,1,0,0
Fulton,11K,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),7,0,0,7,0,0
Fulton,11M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,11N,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),7,0,0,7,0,0
Fulton,11P,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,1,0,1,0,0
Fulton,11R,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,1,0,0,0,0
Fulton,12A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,12B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),13,0,0,13,0,0
Fulton,12C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,12D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,12E1,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),5,2,0,3,0,0
Fulton,12F,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,12G,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),5,0,0,5,0,0
Fulton,12H,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),8,0,0,8,0,0
Fulton,12J,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,12L,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,12M,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,12S,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,1,2,0,0
Fulton,12T,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,AP01A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,1,0,0,0
Fulton,AP01B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),121,2,3,108,0,8
Fulton,AP01C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),152,1,6,130,0,15
Fulton,AP01D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),41,0,0,38,0,3
Fulton,AP01E,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,0,0,2
Fulton,AP02A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),28,0,28,0,0,0
Fulton,AP02B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,1,1,0,0,0
Fulton,AP03,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),22,0,0,18,0,4
Fulton,AP04A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),169,2,5,156,0,6
Fulton,AP04B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),23,0,0,22,0,1
Fulton,AP05,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),392,1,11,365,1,14
Fulton,AP06,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),194,1,8,180,0,5
Fulton,AP07A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),304,0,6,295,0,3
Fulton,AP07B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),10,0,1,1,0,8
Fulton,AP09A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),323,3,12,297,1,10
Fulton,AP09B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),37,0,0,37,0,0
Fulton,AP021,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),129,0,1,127,0,1
Fulton,AP022,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),214,0,0,205,0,9
Fulton,AP10,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),95,0,5,88,0,2
Fulton,AP12A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),101,0,4,89,0,8
Fulton,AP13,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),100,0,2,95,0,3
Fulton,AP14,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),231,3,4,210,0,14
Fulton,CH01,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,CH02,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),9,0,0,9,0,0
Fulton,CH03,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),28,0,0,28,0,0
Fulton,CH04A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),32,0,0,30,0,2
Fulton,CH05,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),35,0,0,34,0,1
Fulton,CP01A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,1,0,0,0
Fulton,CP01B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),15,0,0,14,0,1
Fulton,CP011,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),48,1,1,41,0,5
Fulton,CP012,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),19,0,0,19,0,0
Fulton,CP02,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),20,0,0,20,0,0
Fulton,CP04,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,CP05A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),7,0,1,6,0,0
Fulton,CP05B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,CP06,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,CP07A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,CP081,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,CP083,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,EP01A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,EP01B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),11,0,1,10,0,0
Fulton,EP03A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,1,0,0,0,0
Fulton,EP03B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),7,0,1,6,0,0
Fulton,EP04,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),36,0,0,32,0,4
Fulton,EP05,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),9,0,0,9,0,0
Fulton,EP06A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),10,0,1,9,0,0
Fulton,EP06B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,EP071,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),28,0,0,27,0,1
Fulton,EP072,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,EP07B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),17,0,0,17,0,0
Fulton,EP08A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,EP08B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,2,0,0
Fulton,EP08D,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,EP09,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),14,0,0,14,0,0
Fulton,EP10A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),6,0,0,6,0,0
Fulton,EP10B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,EP11A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),21,1,3,16,0,1
Fulton,EP11B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,1,1,0,0,0
Fulton,FA01A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),109,3,5,77,0,24
Fulton,FA01B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),4,0,0,4,0,0
Fulton,HP01,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),84,0,0,82,0,2
Fulton,JC01,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),218,0,5,209,0,4
Fulton,JC02,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),54,0,0,53,0,1
Fulton,JC03B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),85,0,3,82,0,0
Fulton,JC04A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),185,1,11,168,0,5
Fulton,JC04B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),6,0,0,6,0,0
Fulton,JC05,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),84,0,0,79,0,5
Fulton,JC06,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),149,1,3,142,0,3
Fulton,JC07,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),163,1,5,156,0,1
Fulton,JC08,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),197,0,2,189,0,6
Fulton,JC09,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),160,3,3,152,0,2
Fulton,JC10,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),106,0,6,96,0,4
Fulton,JC11,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),261,2,9,239,0,11
Fulton,JC12,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),236,0,14,220,0,2
Fulton,JC13A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),179,1,6,165,1,6
Fulton,JC13B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),27,0,4,23,0,0
Fulton,JC14,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),127,0,4,119,0,4
Fulton,JC15,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),32,0,2,30,0,0
Fulton,JC16,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),154,0,2,144,0,8
Fulton,JC17,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),21,0,0,21,0,0
Fulton,JC18,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),221,0,3,210,1,7
Fulton,JC19,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),223,3,4,209,0,7
Fulton,ML011,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),124,0,1,119,0,4
Fulton,ML012,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),53,0,2,48,0,3
Fulton,ML01B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),2,0,0,0,0,2
Fulton,ML02A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),145,1,6,123,0,15
Fulton,ML02B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),143,1,10,129,0,3
Fulton,ML03,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),303,4,9,283,0,7
Fulton,ML04,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),254,0,10,238,0,6
Fulton,ML05,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),288,4,9,263,0,12
Fulton,ML06,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),167,0,6,156,0,5
Fulton,ML07A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),52,0,1,50,0,1
Fulton,ML07B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),83,0,6,77,0,0
Fulton,MP01,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),31,0,0,30,0,1
Fulton,PA01,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),62,3,2,54,0,3
Fulton,RW01,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),384,3,16,345,0,20
Fulton,RW02,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),256,1,1,224,0,30
Fulton,RW03,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),188,2,6,166,0,14
Fulton,RW04,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),148,3,4,133,0,8
Fulton,RW05,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),76,1,2,66,1,6
Fulton,RW06,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),199,1,2,190,1,5
Fulton,RW07,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),33,0,1,31,0,1
Fulton,RW08,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),185,0,9,167,0,9
Fulton,RW09,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),284,5,10,259,1,9
Fulton,RW10,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),338,4,8,307,0,19
Fulton,RW11A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),167,4,4,148,0,11
Fulton,RW12A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),370,1,9,353,0,7
Fulton,RW12B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),11,5,0,0,0,6
Fulton,RW12C,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),8,2,0,0,0,6
Fulton,RW13,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),319,3,4,294,0,18
Fulton,RW15,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),334,0,7,310,1,16
Fulton,RW16,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),185,2,3,172,0,8
Fulton,RW17,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),173,0,1,163,0,9
Fulton,RW18,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),208,1,3,194,1,9
Fulton,RW19,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),153,0,4,144,0,5
Fulton,RW20,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),211,3,3,194,0,11
Fulton,RW21A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),257,1,2,238,0,16
Fulton,RW21B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),3,0,0,2,0,1
Fulton,RW22A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),140,0,2,131,0,7
Fulton,SC01B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),17,1,0,12,0,4
Fulton,SC02,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),7,0,0,6,0,1
Fulton,SC04,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),50,0,0,46,0,4
Fulton,SC05A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),1,0,0,1,0,0
Fulton,SC05B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),39,1,0,27,0,11
Fulton,SC07A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),49,0,2,39,0,8
Fulton,SC08A,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),0,0,0,0,0,0
Fulton,SC08B,"Public Service Commission, District 3",3,REP,CHUCK EATON (I),16,0,0,14,0,2
