county,precinct,office,district,party,candidate,votes,absentee_by_mail,election_day,advance_in_person,provisional,
Catoosa,,SHERIFF- R,,,GARY R. SISK,4047,68,2944,1033,2,
Catoosa,BLACKSTOCK,SHERIFF- R,,,GARY R. SISK,104,2,85,17,0,
Catoosa,BOYNTON,SHERIFF- R,,,GARY R. SISK,675,10,503,162,0,
Catoosa,CATOOSA KEITH,SHERIFF- R,,,GARY R. SISK,199,3,151,45,0,
Catoosa,CHAMBERS,SHERIFF- R,,,GARY R. SISK,324,6,259,59,0,
Catoosa,DUNCAN PARK,SHERIFF- R,,,GARY R. SISK,148,3,107,38,0,
Catoosa,FORT OGLETHORPE,SHERIFF- R,,,GARY R. SISK,408,8,296,104,0,
Catoosa,GRAYSVILLE,SHERIFF- R,,,GARY R. SISK,364,4,282,77,1,
Catoosa,LAKEVIEW,SHERIFF- R,,,GARY R. SISK,297,10,209,77,1,
Catoosa,POPLAR SPRINGS,SHERIFF- R,,,GARY R. SISK,389,3,274,112,0,
Catoosa,RINGGOLD,SHERIFF- R,,,GARY R. SISK,625,6,408,211,0,
Catoosa,WESTSIDE,SHERIFF- R,,,GARY R. SISK,272,7,177,88,0,
Catoosa,WOODSTATION,SHERIFF- R,,,GARY R. SISK,242,6,193,43,0,
Chatham,,BOE, D2,,DANIEL FRAZIER,251,44,204,3,0,
Chatham,S Gardens Christian,BOE, D2,,DANIEL FRAZIER,22,6,16,0,0,
Chatham,Williams Court Apts,BOE, D2,,DANIEL FRAZIER,14,2,12,0,0,
Chatham,Blackshear Comm Ctr,BOE, D2,,DANIEL FRAZIER,11,1,10,0,0,
Chatham,W. W. Law Center,BOE, D2,,DANIEL FRAZIER,22,4,18,0,0,
Chatham,Fellowship of Love,BOE, D2,,DANIEL FRAZIER,75,17,55,3,0,
Chatham,Holy Spirit Lutheran,BOE, D2,,DANIEL FRAZIER,27,1,26,0,0,
Chatham,Riverside Baptist Church,BOE, D2,,DANIEL FRAZIER,7,2,5,0,0,
Chatham,Christ Comm. Church,BOE, D2,,DANIEL FRAZIER,34,5,29,0,0,
Chatham,The Salvation Army,BOE, D2,,DANIEL FRAZIER,39,6,33,0,0,
Chatham,,BOE, D2,,DIONNE HOSKINS ,521,93,404,24,0,
Chatham,S Gardens Christian,BOE, D2,,DIONNE HOSKINS ,52,16,34,2,0,
Chatham,Williams Court Apts,BOE, D2,,DIONNE HOSKINS ,33,3,30,0,0,
Chatham,Blackshear Comm Ctr,BOE, D2,,DIONNE HOSKINS ,35,8,26,1,0,
Chatham,W. W. Law Center,BOE, D2,,DIONNE HOSKINS ,53,13,38,2,0,
Chatham,Fellowship of Love,BOE, D2,,DIONNE HOSKINS ,128,18,100,10,0,
Chatham,Holy Spirit Lutheran,BOE, D2,,DIONNE HOSKINS ,67,12,54,1,0,
Chatham,Riverside Baptist Church,BOE, D2,,DIONNE HOSKINS ,5,0,5,0,0,
Chatham,Christ Comm. Church,BOE, D2,,DIONNE HOSKINS ,74,9,63,2,0,
Chatham,The Salvation Army,BOE, D2,,DIONNE HOSKINS ,74,14,54,6,0,
Chattahoochee,,"U.S. Representative, District 2",2,REP,RICK ALLEN,6,1,5,0,0,
Chattahoochee,Chattahoochee Acvitity Center,"U.S. Representative, District 2",2,REP,RICK ALLEN,6,1,5,0,0,
Chattahoochee,,"U.S. Representative, District 2",2,REP,JOHN HOUSE,6,1,4,1,0,
Chattahoochee,Chattahoochee Acvitity Center,"U.S. Representative, District 2",2,REP,JOHN HOUSE,6,1,4,1,0,
Chattooga,,SHERIFF,,,JOHN W. EVERETT ,1034,21,710,303,0,
Chattooga,CLOUDLAND,SHERIFF,,,JOHN W. EVERETT ,25,0,22,3,0,
Chattooga,PENNVILLE,SHERIFF,,,JOHN W. EVERETT ,38,0,24,14,0,
Chattooga,COLDWATER,SHERIFF,,,JOHN W. EVERETT ,13,0,10,3,0,
Chattooga,DIRTSELLER,SHERIFF,,,JOHN W. EVERETT ,13,0,9,4,0,
Chattooga,HAYWOOD,SHERIFF,,,JOHN W. EVERETT ,3,0,3,0,0,
Chattooga,LYERLY,SHERIFF,,,JOHN W. EVERETT ,74,1,56,17,0,
Chattooga,TRION,SHERIFF,,,JOHN W. EVERETT ,295,5,197,93,0,
Chattooga,SUMMERVILLE,SHERIFF,,,JOHN W. EVERETT ,362,9,215,138,0,
Chattooga,TELOGA,SHERIFF,,,JOHN W. EVERETT ,45,0,40,5,0,
Chattooga,DIRTTOWN,SHERIFF,,,JOHN W. EVERETT ,46,5,34,7,0,
Chattooga,SEMINOLE,SHERIFF,,,JOHN W. EVERETT ,15,0,14,1,0,
Chattooga,SUBLIGNA,SHERIFF,,,JOHN W. EVERETT ,38,0,29,9,0,
Chattooga,ALPINE,SHERIFF,,,JOHN W. EVERETT ,67,1,57,9,0,
Chattooga,,SHERIFF,,,MARK A. SCHRADER,2382,85,1640,657,0,
Chattooga,CLOUDLAND,SHERIFF,,,MARK A. SCHRADER,60,8,39,13,0,
Chattooga,PENNVILLE,SHERIFF,,,MARK A. SCHRADER,118,2,87,29,0,
Chattooga,COLDWATER,SHERIFF,,,MARK A. SCHRADER,44,0,35,9,0,
Chattooga,DIRTSELLER,SHERIFF,,,MARK A. SCHRADER,47,1,38,8,0,
Chattooga,HAYWOOD,SHERIFF,,,MARK A. SCHRADER,9,2,7,0,0,
Chattooga,LYERLY,SHERIFF,,,MARK A. SCHRADER,162,3,125,34,0,
Chattooga,TRION,SHERIFF,,,MARK A. SCHRADER,507,19,325,163,0,
Chattooga,SUMMERVILLE,SHERIFF,,,MARK A. SCHRADER,910,31,549,330,0,
Chattooga,TELOGA,SHERIFF,,,MARK A. SCHRADER,121,2,98,21,0,
Chattooga,DIRTTOWN,SHERIFF,,,MARK A. SCHRADER,118,7,97,14,0,
Chattooga,SEMINOLE,SHERIFF,,,MARK A. SCHRADER,21,1,17,3,0,
Chattooga,SUBLIGNA,SHERIFF,,,MARK A. SCHRADER,62,0,59,3,0,
Chattooga,ALPINE,SHERIFF,,,MARK A. SCHRADER,203,9,164,30,0,
Cherokee,,CC D2,,,RAY GUNNIN,1107,61,977,69,0,
Cherokee,AIR ACRES,CC D2,,,RAY GUNNIN,43,6,33,4,0,
Cherokee,ARNOLD MILL,CC D2,,,RAY GUNNIN,170,7,156,7,0,
Cherokee,AVERY,CC D2,,,RAY GUNNIN,150,10,125,15,0,
Cherokee,BRADSHAW,CC D2,,,RAY GUNNIN,152,2,141,9,0,
Cherokee,HICKORY FLAT,CC D2,,,RAY GUNNIN,118,5,100,13,0,
Cherokee,LITTLE RIVER,CC D2,,,RAY GUNNIN,51,3,46,2,0,
Cherokee,MOUNTAIN ROAD,CC D2,,,RAY GUNNIN,124,11,109,4,0,
Cherokee,NEESE,CC D2,,,RAY GUNNIN,87,9,77,1,0,
Cherokee,UNION HILL,CC D2,,,RAY GUNNIN,132,6,117,9,0,
Cherokee,UNIVETER,CC D2,,,RAY GUNNIN,43,2,36,5,0,
Cherokee,WOODLANDS,CC D2,,,RAY GUNNIN,37,0,37,0,0,
Cherokee,,CC D2,,,JIM HUBBARD ,828,89,694,45,0,
Cherokee,AIR ACRES,CC D2,,,JIM HUBBARD ,32,6,25,1,0,
Cherokee,ARNOLD MILL,CC D2,,,JIM HUBBARD ,82,12,67,3,0,
Cherokee,AVERY,CC D2,,,JIM HUBBARD ,119,10,95,14,0,
Cherokee,BRADSHAW,CC D2,,,JIM HUBBARD ,172,11,149,12,0,
Cherokee,HICKORY FLAT,CC D2,,,JIM HUBBARD ,83,6,72,5,0,
Cherokee,LITTLE RIVER,CC D2,,,JIM HUBBARD ,41,10,28,3,0,
Cherokee,MOUNTAIN ROAD,CC D2,,,JIM HUBBARD ,110,12,96,2,0,
Cherokee,NEESE,CC D2,,,JIM HUBBARD ,64,11,52,1,0,
Cherokee,UNION HILL,CC D2,,,JIM HUBBARD ,89,8,79,2,0,
Cherokee,UNIVETER,CC D2,,,JIM HUBBARD ,12,1,9,2,0,
Cherokee,WOODLANDS,CC D2,,,JIM HUBBARD ,24,2,22,0,0,
Clarke,,"U.S. Representative, District 9",9,REP,DOUG COLLINS,66,3,62,1,0,
Clarke,1A W'ville Train Depot,"U.S. Representative, District 9",9,REP,DOUG COLLINS,32,3,29,0,0,
Clarke,2A Judia J. Harris Sch,"U.S. Representative, District 9",9,REP,DOUG COLLINS,7,0,7,0,0,
Clarke,5D ACC Fleet Mgt Bldg,"U.S. Representative, District 9",9,REP,DOUG COLLINS,27,0,26,1,0,
Clarke,,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,61,2,53,6,0,
Clarke,1A W'ville Train Depot,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,38,2,34,2,0,
Clarke,2A Judia J. Harris Sch,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,9,0,7,2,0,
Clarke,5D ACC Fleet Mgt Bldg,"U.S. Representative, District 9",9,REP,MARTHA ZOLLER,14,0,12,2,0,
Clay,,"U.S. Representative, District 2",2,REP,RICK ALLEN,3,0,3,0,0,
Clay,Bluffton,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Clay,Zetto,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Clay,Courthouse,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Clay,Old Head Start,"U.S. Representative, District 2",2,REP,RICK ALLEN,3,0,3,0,0,
Clay,Day's Cross Roads,"U.S. Representative, District 2",2,REP,RICK ALLEN,0,0,0,0,0,
Clay,,"U.S. Representative, District 2",2,REP,JOHN HOUSE,4,0,4,0,0,
Clay,Bluffton,"U.S. Representative, District 2",2,REP,JOHN HOUSE,3,0,3,0,0,
Clay,Zetto,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Clay,Courthouse,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Clay,Old Head Start,"U.S. Representative, District 2",2,REP,JOHN HOUSE,0,0,0,0,0,
Clay,Day's Cross Roads,"U.S. Representative, District 2",2,REP,JOHN HOUSE,1,0,1,0,0,
Clayton,,"State Senator, District 44",44,DEM,GAIL BUCKNER,6637,85,5566,982,4,
Clayton,ELLENWOOD,"State Senator, District 44",44,DEM,GAIL BUCKNER,307,2,286,19,0,
Clayton,JONESBORO 3,"State Senator, District 44",44,DEM,GAIL BUCKNER,363,6,278,79,0,
Clayton,JONESBORO 5,"State Senator, District 44",44,DEM,GAIL BUCKNER,201,4,177,20,0,
Clayton,JONESBORO 6,"State Senator, District 44",44,DEM,GAIL BUCKNER,546,5,425,116,0,
Clayton,JONESBORO 7,"State Senator, District 44",44,DEM,GAIL BUCKNER,287,4,214,68,1,
Clayton,JONESBORO 8,"State Senator, District 44",44,DEM,GAIL BUCKNER,96,3,90,3,0,
Clayton,JONESBORO 11,"State Senator, District 44",44,DEM,GAIL BUCKNER,365,8,273,84,0,
Clayton,JONESBORO 13,"State Senator, District 44",44,DEM,GAIL BUCKNER,188,0,150,38,0,
Clayton,JONESBORO 14,"State Senator, District 44",44,DEM,GAIL BUCKNER,561,8,402,151,0,
Clayton,JONESBORO 18,"State Senator, District 44",44,DEM,GAIL BUCKNER,158,1,121,36,0,
Clayton,LAKE CITY,"State Senator, District 44",44,DEM,GAIL BUCKNER,135,1,121,13,0,
Clayton,LOVEJOY 1,"State Senator, District 44",44,DEM,GAIL BUCKNER,312,5,263,44,0,
Clayton,LOVEJOY 2,"State Senator, District 44",44,DEM,GAIL BUCKNER,161,2,136,22,1,
Clayton,LOVEJOY 3,"State Senator, District 44",44,DEM,GAIL BUCKNER,308,1,261,46,0,
Clayton,LOVEJOY 4,"State Senator, District 44",44,DEM,GAIL BUCKNER,295,1,264,30,0,
Clayton,LOVEJOY 5,"State Senator, District 44",44,DEM,GAIL BUCKNER,196,1,171,24,0,
Clayton,MORROW 1,"State Senator, District 44",44,DEM,GAIL BUCKNER,143,3,137,3,0,
Clayton,MORROW 2,"State Senator, District 44",44,DEM,GAIL BUCKNER,196,2,183,11,0,
Clayton,MORROW 3,"State Senator, District 44",44,DEM,GAIL BUCKNER,273,8,239,26,0,
Clayton,MORROW 4,"State Senator, District 44",44,DEM,GAIL BUCKNER,134,0,112,21,1,
Clayton,MORROW 5,"State Senator, District 44",44,DEM,GAIL BUCKNER,348,7,310,31,0,
Clayton,MORROW 6,"State Senator, District 44",44,DEM,GAIL BUCKNER,185,6,168,11,0,
Clayton,MORROW 7,"State Senator, District 44",44,DEM,GAIL BUCKNER,127,4,111,12,0,
Clayton,MORROW 8,"State Senator, District 44",44,DEM,GAIL BUCKNER,156,0,145,11,0,
Clayton,MORROW 9,"State Senator, District 44",44,DEM,GAIL BUCKNER,88,0,84,4,0,
Clayton,PANHANDLE 1,"State Senator, District 44",44,DEM,GAIL BUCKNER,216,0,204,12,0,
Clayton,PANHANDLE 2,"State Senator, District 44",44,DEM,GAIL BUCKNER,292,3,241,47,1,
Clayton,,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,6870,62,6035,771,2,
Clayton,ELLENWOOD,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,481,5,443,33,0,
Clayton,JONESBORO 3,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,382,10,306,66,0,
Clayton,JONESBORO 5,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,153,0,140,13,0,
Clayton,JONESBORO 6,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,198,5,163,30,0,
Clayton,JONESBORO 7,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,262,2,218,42,0,
Clayton,JONESBORO 8,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,157,0,149,8,0,
Clayton,JONESBORO 11,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,397,3,316,78,0,
Clayton,JONESBORO 13,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,184,0,160,24,0,
Clayton,JONESBORO 14,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,516,3,416,95,2,
Clayton,JONESBORO 18,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,166,2,148,16,0,
Clayton,LAKE CITY,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,128,3,123,2,0,
Clayton,LOVEJOY 1,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,352,4,301,47,0,
Clayton,LOVEJOY 2,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,196,1,158,37,0,
Clayton,LOVEJOY 3,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,389,4,329,56,0,
Clayton,LOVEJOY 4,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,381,2,336,43,0,
Clayton,LOVEJOY 5,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,230,1,197,32,0,
Clayton,MORROW 1,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,152,0,149,3,0,
Clayton,MORROW 2,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,118,0,109,9,0,
Clayton,MORROW 3,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,305,1,288,16,0,
Clayton,MORROW 4,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,110,0,106,4,0,
Clayton,MORROW 5,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,384,10,347,27,0,
Clayton,MORROW 6,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,198,0,182,16,0,
Clayton,MORROW 7,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,97,0,96,1,0,
Clayton,MORROW 8,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,275,1,257,17,0,
Clayton,MORROW 9,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,130,3,118,9,0,
Clayton,PANHANDLE 1,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,306,2,276,28,0,
Clayton,PANHANDLE 2,"State Senator, District 44",44,DEM,GAIL P. DAVENPORT (I,223,0,204,19,0,
Clayton,,"State Representative, District 63",63,DEM,T. J. COPELAND,336,1,294,41,0,
Clayton,PANHANDLE 1,"State Representative, District 63",63,DEM,T. J. COPELAND,167,1,153,13,0,
Clayton,PANHANDLE 2,"State Representative, District 63",63,DEM,T. J. COPELAND,169,0,141,28,0,
Clayton,,"State Representative, District 63",63,DEM,RONNIE MABRA,665,4,598,62,1,
Clayton,PANHANDLE 1,"State Representative, District 63",63,DEM,RONNIE MABRA,340,1,315,24,0,
Clayton,PANHANDLE 2,"State Representative, District 63",63,DEM,RONNIE MABRA,325,3,283,38,1,
Clayton,,SHERIFF,,,VICTOR HILL,12931,77,11678,1172,4,
Clayton,ELLENWOOD,SHERIFF,,,VICTOR HILL,497,1,465,31,0,
Clayton,FOREST PARK 1,SHERIFF,,,VICTOR HILL,73,0,68,5,0,
Clayton,FOREST PARK 2,SHERIFF,,,VICTOR HILL,126,2,117,7,0,
Clayton,FOREST PARK 3,SHERIFF,,,VICTOR HILL,133,7,116,10,0,
Clayton,FOREST PARK 4,SHERIFF,,,VICTOR HILL,61,0,61,0,0,
Clayton,FOREST PARK 5,SHERIFF,,,VICTOR HILL,138,0,136,2,0,
Clayton,FOREST PARK 6,SHERIFF,,,VICTOR HILL,62,0,62,0,0,
Clayton,JONESBORO 1,SHERIFF,,,VICTOR HILL,421,1,378,42,0,
Clayton,JONESBORO 2,SHERIFF,,,VICTOR HILL,403,2,340,60,1,
Clayton,JONESBORO 3,SHERIFF,,,VICTOR HILL,413,9,340,64,0,
Clayton,JONESBORO 4,SHERIFF,,,VICTOR HILL,109,0,103,6,0,
Clayton,JONESBORO 5,SHERIFF,,,VICTOR HILL,133,0,123,10,0,
Clayton,JONESBORO 6,SHERIFF,,,VICTOR HILL,145,4,112,29,0,
Clayton,JONESBORO 7,SHERIFF,,,VICTOR HILL,245,2,208,35,0,
Clayton,JONESBORO 8,SHERIFF,,,VICTOR HILL,159,0,150,9,0,
Clayton,JONESBORO 9,SHERIFF,,,VICTOR HILL,64,1,62,1,0,
Clayton,JONESBORO 10,SHERIFF,,,VICTOR HILL,199,1,173,25,0,
Clayton,JONESBORO 11,SHERIFF,,,VICTOR HILL,300,2,250,48,0,
Clayton,JONESBORO 12,SHERIFF,,,VICTOR HILL,236,0,211,25,0,
Clayton,JONESBORO 13,SHERIFF,,,VICTOR HILL,196,0,170,26,0,
Clayton,JONESBORO 14,SHERIFF,,,VICTOR HILL,349,2,280,66,1,
Clayton,JONESBORO 15,SHERIFF,,,VICTOR HILL,101,1,95,5,0,
Clayton,JONESBORO 16,SHERIFF,,,VICTOR HILL,185,0,179,6,0,
Clayton,JONESBORO 17,SHERIFF,,,VICTOR HILL,426,3,370,53,0,
Clayton,JONESBORO 18,SHERIFF,,,VICTOR HILL,157,1,143,13,0,
Clayton,LAKE CITY,SHERIFF,,,VICTOR HILL,162,2,153,7,0,
Clayton,LOVEJOY 1,SHERIFF,,,VICTOR HILL,364,2,314,48,0,
Clayton,LOVEJOY 2,SHERIFF,,,VICTOR HILL,199,1,157,40,1,
Clayton,LOVEJOY 3,SHERIFF,,,VICTOR HILL,406,4,347,55,0,
Clayton,LOVEJOY 4,SHERIFF,,,VICTOR HILL,441,2,391,48,0,
Clayton,LOVEJOY 5,SHERIFF,,,VICTOR HILL,272,0,235,37,0,
Clayton,MORROW 1,SHERIFF,,,VICTOR HILL,193,0,190,3,0,
Clayton,MORROW 2,SHERIFF,,,VICTOR HILL,100,0,94,6,0,
Clayton,MORROW 3,SHERIFF,,,VICTOR HILL,370,2,349,19,0,
Clayton,MORROW 4,SHERIFF,,,VICTOR HILL,121,0,118,3,0,
Clayton,MORROW 5,SHERIFF,,,VICTOR HILL,398,4,367,27,0,
Clayton,MORROW 6,SHERIFF,,,VICTOR HILL,203,0,185,18,0,
Clayton,MORROW 7,SHERIFF,,,VICTOR HILL,122,2,118,2,0,
Clayton,MORROW 8,SHERIFF,,,VICTOR HILL,249,0,235,14,0,
Clayton,MORROW 9,SHERIFF,,,VICTOR HILL,115,0,108,7,0,
Clayton,OAK 1,SHERIFF,,,VICTOR HILL,97,0,90,7,0,
Clayton,OAK 2,SHERIFF,,,VICTOR HILL,69,3,64,2,0,
Clayton,OAK 3,SHERIFF,,,VICTOR HILL,192,2,183,7,0,
Clayton,OAK 4,SHERIFF,,,VICTOR HILL,202,2,194,6,0,
Clayton,PANHANDLE 1,SHERIFF,,,VICTOR HILL,300,2,278,20,0,
Clayton,PANHANDLE 2,SHERIFF,,,VICTOR HILL,221,0,199,22,0,
Clayton,RIVERDALE 1,SHERIFF,,,VICTOR HILL,272,0,253,19,0,
Clayton,RIVERDALE 2,SHERIFF,,,VICTOR HILL,311,3,279,29,0,
Clayton,RIVERDALE 3,SHERIFF,,,VICTOR HILL,347,2,321,24,0,
Clayton,RIVERDALE 4,SHERIFF,,,VICTOR HILL,277,1,264,12,0,
Clayton,RIVERDALE 5,SHERIFF,,,VICTOR HILL,268,0,240,28,0,
Clayton,RIVERDALE 6,SHERIFF,,,VICTOR HILL,142,1,134,7,0,
Clayton,RIVERDALE 7,SHERIFF,,,VICTOR HILL,96,0,93,2,1,
Clayton,RIVERDALE 8,SHERIFF,,,VICTOR HILL,347,1,316,30,0,
Clayton,RIVERDALE 9,SHERIFF,,,VICTOR HILL,204,0,187,17,0,
Clayton,RIVERDALE 10,SHERIFF,,,VICTOR HILL,66,0,62,4,0,
Clayton,RIVERDALE 11,SHERIFF,,,VICTOR HILL,213,2,200,11,0,
Clayton,RIVERDALE 12,SHERIFF,,,VICTOR HILL,261,0,248,13,0,
Clayton,,SHERIFF,,,KEM KIMBROUGH ,11160,170,9516,1470,4,
Clayton,ELLENWOOD,SHERIFF,,,KEM KIMBROUGH ,305,6,280,19,0,
Clayton,FOREST PARK 1,SHERIFF,,,KEM KIMBROUGH ,136,0,131,5,0,
Clayton,FOREST PARK 2,SHERIFF,,,KEM KIMBROUGH ,106,2,98,6,0,
Clayton,FOREST PARK 3,SHERIFF,,,KEM KIMBROUGH ,119,2,111,6,0,
Clayton,FOREST PARK 4,SHERIFF,,,KEM KIMBROUGH ,153,2,143,8,0,
Clayton,FOREST PARK 5,SHERIFF,,,KEM KIMBROUGH ,163,6,147,10,0,
Clayton,FOREST PARK 6,SHERIFF,,,KEM KIMBROUGH ,96,2,88,6,0,
Clayton,JONESBORO 1,SHERIFF,,,KEM KIMBROUGH ,229,6,188,35,0,
Clayton,JONESBORO 2,SHERIFF,,,KEM KIMBROUGH ,205,0,170,35,0,
Clayton,JONESBORO 3,SHERIFF,,,KEM KIMBROUGH ,346,7,262,77,0,
Clayton,JONESBORO 4,SHERIFF,,,KEM KIMBROUGH ,118,3,90,25,0,
Clayton,JONESBORO 5,SHERIFF,,,KEM KIMBROUGH ,228,4,201,23,0,
Clayton,JONESBORO 6,SHERIFF,,,KEM KIMBROUGH ,615,8,487,120,0,
Clayton,JONESBORO 7,SHERIFF,,,KEM KIMBROUGH ,309,4,225,79,1,
Clayton,JONESBORO 8,SHERIFF,,,KEM KIMBROUGH ,99,3,95,1,0,
Clayton,JONESBORO 9,SHERIFF,,,KEM KIMBROUGH ,90,0,81,9,0,
Clayton,JONESBORO 10,SHERIFF,,,KEM KIMBROUGH ,115,1,96,18,0,
Clayton,JONESBORO 11,SHERIFF,,,KEM KIMBROUGH ,468,9,344,115,0,
Clayton,JONESBORO 12,SHERIFF,,,KEM KIMBROUGH ,112,2,100,10,0,
Clayton,JONESBORO 13,SHERIFF,,,KEM KIMBROUGH ,181,0,144,37,0,
Clayton,JONESBORO 14,SHERIFF,,,KEM KIMBROUGH ,744,9,551,183,1,
Clayton,JONESBORO 15,SHERIFF,,,KEM KIMBROUGH ,121,0,101,20,0,
Clayton,JONESBORO 16,SHERIFF,,,KEM KIMBROUGH ,113,2,101,10,0,
Clayton,JONESBORO 17,SHERIFF,,,KEM KIMBROUGH ,207,0,184,23,0,
Clayton,JONESBORO 18,SHERIFF,,,KEM KIMBROUGH ,170,2,130,38,0,
Clayton,LAKE CITY,SHERIFF,,,KEM KIMBROUGH ,105,2,94,9,0,
Clayton,LOVEJOY 1,SHERIFF,,,KEM KIMBROUGH ,322,7,271,44,0,
Clayton,LOVEJOY 2,SHERIFF,,,KEM KIMBROUGH ,166,2,144,20,0,
Clayton,LOVEJOY 3,SHERIFF,,,KEM KIMBROUGH ,309,1,261,47,0,
Clayton,LOVEJOY 4,SHERIFF,,,KEM KIMBROUGH ,244,1,219,24,0,
Clayton,LOVEJOY 5,SHERIFF,,,KEM KIMBROUGH ,164,2,140,22,0,
Clayton,MORROW 1,SHERIFF,,,KEM KIMBROUGH ,113,3,107,3,0,
Clayton,MORROW 2,SHERIFF,,,KEM KIMBROUGH ,212,2,197,13,0,
Clayton,MORROW 3,SHERIFF,,,KEM KIMBROUGH ,225,7,194,24,0,
Clayton,MORROW 4,SHERIFF,,,KEM KIMBROUGH ,127,0,103,23,1,
Clayton,MORROW 5,SHERIFF,,,KEM KIMBROUGH ,346,13,302,31,0,
Clayton,MORROW 6,SHERIFF,,,KEM KIMBROUGH ,188,6,171,11,0,
Clayton,MORROW 7,SHERIFF,,,KEM KIMBROUGH ,104,2,91,11,0,
Clayton,MORROW 8,SHERIFF,,,KEM KIMBROUGH ,186,1,173,12,0,
Clayton,MORROW 9,SHERIFF,,,KEM KIMBROUGH ,103,3,94,6,0,
Clayton,OAK 1,SHERIFF,,,KEM KIMBROUGH ,55,0,54,1,0,
Clayton,OAK 2,SHERIFF,,,KEM KIMBROUGH ,33,0,31,2,0,
Clayton,OAK 3,SHERIFF,,,KEM KIMBROUGH ,95,0,90,5,0,
Clayton,OAK 4,SHERIFF,,,KEM KIMBROUGH ,92,3,86,3,0,
Clayton,PANHANDLE 1,SHERIFF,,,KEM KIMBROUGH ,233,0,212,21,0,
Clayton,PANHANDLE 2,SHERIFF,,,KEM KIMBROUGH ,310,3,261,45,1,
Clayton,RIVERDALE 1,SHERIFF,,,KEM KIMBROUGH ,182,2,156,24,0,
Clayton,RIVERDALE 2,SHERIFF,,,KEM KIMBROUGH ,146,1,133,12,0,
Clayton,RIVERDALE 3,SHERIFF,,,KEM KIMBROUGH ,169,0,161,8,0,
Clayton,RIVERDALE 4,SHERIFF,,,KEM KIMBROUGH ,202,6,177,19,0,
Clayton,RIVERDALE 5,SHERIFF,,,KEM KIMBROUGH ,155,6,139,10,0,
Clayton,RIVERDALE 6,SHERIFF,,,KEM KIMBROUGH ,168,7,145,16,0,
Clayton,RIVERDALE 7,SHERIFF,,,KEM KIMBROUGH ,102,2,97,3,0,
Clayton,RIVERDALE 8,SHERIFF,,,KEM KIMBROUGH ,254,2,215,37,0,
Clayton,RIVERDALE 9,SHERIFF,,,KEM KIMBROUGH ,129,3,116,10,0,
Clayton,RIVERDALE 10,SHERIFF,,,KEM KIMBROUGH ,58,0,56,2,0,
Clayton,RIVERDALE 11,SHERIFF,,,KEM KIMBROUGH ,150,3,126,21,0,
Clayton,RIVERDALE 12,SHERIFF,,,KEM KIMBROUGH ,165,0,152,13,0,
Clayton,,CHAIR COMMISSIONER,,,ELDRIN BELL ,7839,91,6940,806,2,
Clayton,ELLENWOOD,CHAIR COMMISSIONER,,,ELDRIN BELL ,263,4,244,15,0,
Clayton,FOREST PARK 1,CHAIR COMMISSIONER,,,ELDRIN BELL ,83,0,80,3,0,
Clayton,FOREST PARK 2,CHAIR COMMISSIONER,,,ELDRIN BELL ,72,0,69,3,0,
Clayton,FOREST PARK 3,CHAIR COMMISSIONER,,,ELDRIN BELL ,77,4,70,3,0,
